,rewards
0,-5511951.930090516
1,-7359268.952772034
2,-1625101.7365694428
3,-1289393.705206408
4,-883.6627404185438
5,-1233284.1701789796
6,-5585000.716664255
7,-532952.7637414028
8,-289054.0849982477
9,-2033598.313931024
10,-116932.73512745243
11,-787129.5206061054
12,-937688.6242668349
13,-1730723.066984172
14,-750406.4537998782
15,-652213.558983107
16,-464484.8569504031
17,-532907.8725629232
18,-532679.7161814639
19,-1653896.4880700638
20,-383234.7023978113
21,-1875900.6318145664
22,-2338148.768782304
23,-3549130.189842951
24,-2041596.247233228
25,-315723.4189913443
26,-2760709.412475294
27,-1037050.9322614135
28,-1265594.256634826
29,-533180.6653350916
30,-1863692.0699870118
31,-8037011.508136711
32,-13060.378095086448
33,-8889.77058035303
34,-488508.4986933143
35,-482151.0046111713
36,-1785055.2589678247
37,-600875.889883722
38,-623013.6928666596
39,-1088133.1223355222
40,-3339531.0610222
41,-2121613.2131975177
42,-1618853.268294053
43,55231.60075447983
44,-1750687.214595712
45,-1136765.63969602
46,-767273.5429862966
47,-335798.48514987854
48,-1348271.8544302075
49,-6511059.357049365
50,-906403.0271513828
51,-80757.48169552232
52,-257991.01562196977
53,-382542.93659019045
54,-648526.6405833679
55,-319903.5172475566
56,38775.86444393493
57,-90626.4348184878
58,-1592666.2665991888
59,-584856.7402078599
60,-807887.8697256157
61,-383842.6095880594
62,-2839880.283650822
63,-7628510.720769926
64,-113545.75598760403
65,-457097.253702391
66,-628630.433432773
67,-11598.001520136877
68,-5553.570279139189
69,-624699.7182413008
70,-1305367.5484057239
71,-840509.2840947127
72,-652486.6673690686
73,-9848.221094588796
74,-7616403.86456516
75,-231424.76558071777
76,-454263.8311826704
77,-1345672.544751275
78,-1307.1899596863714
79,-2474595.856233467
80,-555791.3158916135
81,-2130290.061434511
82,-2443896.4952834835
83,-6397002.6679333635
84,-6323183.305957413
85,-157955.76310100924
86,-1654528.1546148837
87,-2227430.3361108894
88,-1874993.7390638846
89,37432.23975190218
90,-1032946.2193342563
91,-608378.7466036038
92,-6856045.5283694435
93,-6361662.775949739
94,-9077.06267023637
95,-532463.8138784588
96,-6405991.451413674
97,-1825305.631866593
98,-1836157.6959026316
99,-847928.0533528721
100,-681186.6173391924
101,-533160.5371012761
102,-6366986.571340165
103,-698361.0736843754
104,-9060.408624032898
105,-532943.991762472
106,-533171.7477631483
107,-533097.9199736676
108,-427629.7947136717
109,-1106126.2389069062
110,-175201.14775607665
111,-684699.0090005226
112,-4219.371430077712
113,-1915931.606306347
114,-484891.63341166044
115,-1460120.392744413
116,-506697.723721095
117,-228723.37023176972
118,-1138996.2393062683
119,-533053.7688929883
120,-509550.4634327077
121,-1703142.3708293033
122,-1332584.3613624172
123,-1340950.164604942
124,-4781968.436856344
125,-247199.1566732786
126,-533606.4035656251
127,22.848610866759373
128,-2051668.9148634076
129,-568478.75164134
130,-509255.38574491657
131,-460585.25922616327
132,-28256.686197969917
133,-1073058.6463832704
134,-1291725.1928088304
135,-2471404.66265796
136,-5564493.423660588
137,-3299115.0338279516
138,-3147332.6917682234
139,-533264.065865062
140,-1648794.067949983
141,-285566.74833363097
142,-1412368.0083328523
143,-240296.48601100728
144,-386055.5184705954
145,-367142.61338564137
146,-10100418.638927363
147,-1651686.6953872705
148,-2918356.2483167276
149,-1897361.5876404236
150,-21092.86746128673
151,-328.4519449630525
152,-532803.846356343
153,40623.94137398571
154,-6407478.860232413
155,-1427243.4802424114
156,-533115.075683499
157,-200380.27046355055
158,-761783.2669284672
159,-2129850.258128079
160,-2020780.7715526763
161,-233815.16505933172
162,-1554702.3947443448
163,-652812.0234991809
164,-533339.762098183
165,-178546.82522618308
166,-782601.1846191467
167,-681512.6786354925
168,-193.6472708112151
169,-1204157.813852576
170,-4744257.968374199
171,-321801.00514922396
172,-1276262.7965292328
173,-851398.4575848876
174,-12075.12174340216
175,-219736.13962314604
176,-532100.641069608
177,-507238.38518251927
178,-1306487.2374310347
179,-533448.6778033873
180,-1592725.8515397257
181,-1864773.612019122
182,-895060.8157697029
183,-575084.6717680742
184,-322306.3879567412
185,-7354538.104956244
186,52913.79058880615
187,-3186157.0038047465
188,-3507874.5109223193
189,-533129.4287278613
190,-600401.1560648256
191,-1161955.182102541
192,-4097863.885197179
193,-5320668.668973668
194,-533334.1082362449
195,-1671183.1807313398
196,-375085.5304607839
197,-88830.80285489616
198,-12070.724063792859
199,-1358504.6871409975
200,-2355793.5719722426
201,-5401097.829825037
202,-6933787.249188501
203,-1036599.2032916419
204,-484560.5831247595
205,-370997.01931232447
206,-532966.4130862153
207,-6383611.155990802
208,-2867.441750642155
209,-2034115.048824804
210,-591951.8642012151
211,-5749713.167277263
212,-638821.41487479
213,-1414925.7456913933
214,-533215.8503128191
215,-1667176.072972446
216,-152219.15277430194
217,-1368275.6204182224
218,-1562197.775465835
219,-923505.5781110658
220,-625.4449261066557
221,-533048.3455533208
222,-2762846.710671184
223,-3408709.0828509284
224,-4389839.1465384
225,-708003.332912139
226,-6772819.758451626
227,-532876.1818174584
228,-1144791.5984537373
229,-6361841.817481524
230,-2321198.618421699
231,-337362.2033454055
232,-191181.312165585
233,-5064162.906520183
234,-261.02586817782503
235,-515682.92917265167
236,-1045277.2175626657
237,-533254.286867803
238,-854079.9903367121
239,-669833.0033682877
240,-1728884.3429291027
241,-4162294.740599979
242,-32073.339249205776
243,-2167043.5947158393
244,-813094.5930664717
245,-2299512.2254816187
246,-365010.8345527157
247,-233211.81331604742
248,-213048.41766041343
249,-1527319.4962827312
250,-204628.25696282022
251,-928478.1751465073
252,-1313630.409280609
253,-940954.7358769396
254,-991861.5737421719
255,-4807614.161489735
256,-6189799.698531464
257,-511587.91815023805
258,-5696787.222312004
259,-3798837.757684072
260,-532882.0298034151
261,-1834719.5306053932
262,-506598.7568716643
263,-373124.3869753906
264,-1646588.0792816777
265,-1488889.3558798365
266,-1158306.071198429
267,-311903.9491536403
268,-2324982.8331323233
269,-483735.9877833143
270,-179399.88201801106
271,-533339.992620443
272,-12222.872378666607
273,-2764.355626270725
274,-183259.9071955208
275,-1566548.3102421092
276,-164027.01278113973
277,-1576410.7364106614
278,-631942.6936432914
279,-245186.46235812124
280,-1753038.0614474935
281,-417856.7151763659
282,-2870583.5674582776
283,-7446012.480425929
284,-2114780.495562136
285,-2204408.561312309
286,-943757.6128644744
287,-685774.5456732326
288,-1720082.2659698173
289,-1755056.0823446994
290,-615545.3047752021
291,-11219.852790939507
292,-7168299.607913097
293,-532795.4262271943
294,-46955.23180212617
295,-1550353.300316437
296,-682547.1647918114
297,-1479758.0088926582
298,-10639817.841125509
299,-523318.1374181984
300,-460716.9316568596
301,-1947497.8615807428
302,-1802113.4766258665
303,-639989.6735282614
304,-479310.99716988066
305,-2091152.2202175304
306,-1661024.8799783343
307,-2311550.4536410864
308,-10630835.301713297
309,-951799.6209936719
310,-344967.39113496715
311,-511189.0003796411
312,-624095.3034984638
313,-1391642.4583235648
314,-399146.91411895485
315,-1618378.7288370274
316,-196885.48814761324
317,-50810.82341361916
318,-1666192.1876099962
319,-1794049.2716062362
320,-126976.60429488355
321,-401942.9011151586
322,-533125.606911315
323,-1758827.0419263327
324,-532133.8605416941
325,-261721.35734908926
326,-491252.4416462592
327,-6414063.19372796
328,8546.625674744839
329,-187939.36552212734
330,-229549.90488143434
331,-1450171.6373992148
332,-2728924.107349812
333,-1308261.9493471466
334,-1835225.9749019442
335,-768553.4829695219
336,-9741777.862396976
337,-5361767.419834777
338,-2691686.634715398
339,-969133.213133674
340,-10514.310900195955
341,-44138.27416431045
342,-1882884.6731717398
343,-533046.3679149162
344,-464407.8728901178
345,-389022.856506252
346,-1927631.894357213
347,-146469.86686742154
348,-2690769.0903107193
349,-401189.3517361563
350,-531317.4535137573
351,-14544.906694294321
352,-5657938.968777526
353,-1476099.7696649882
354,-5712568.295442331
355,-3461762.1901449286
356,-863077.0913443643
357,-8273557.910613293
358,-179582.6507382879
359,-1992794.6021554729
360,-111217.70995004514
361,-543170.0548777984
362,-557052.0089514833
363,-936639.1825168243
364,-126862.66906004369
365,-1448441.0896125569
366,-677226.7980805705
367,-22565.9987358482
368,-240161.41602867495
369,-13833399.898993913
370,-764.6913887193305
371,-767291.1313385101
372,-494660.7673110743
373,-319456.7895491591
374,-1437879.7444970612
375,-5771941.930534257
376,-315230.37708748603
377,-6211209.521489956
378,-1637056.219768933
379,-367036.3810357001
380,-796092.2053839973
381,-1715615.6331332633
382,-532932.6840385976
383,-4377948.178627587
384,-1340939.2420889207
385,12417.46324964697
386,-97434.72097506058
387,-1168799.431054973
388,19533.320005206464
389,-6408182.927512739
390,-207734.29991970432
391,-708461.0450439398
392,-2148472.96233783
393,-390817.87338212715
394,-1432634.0525411917
395,-324315.08393360284
396,-581924.1610814778
397,-644366.1850265631
398,-541016.6328988472
399,-478627.63016870583
400,-1367712.4302522647
401,-533188.4909594486
402,-3579721.7030484867
403,-1942862.5022404592
404,-739172.7596423532
405,-14168398.946848769
406,-101.47658670358032
407,-402031.1472123121
408,-188519.74638584856
409,28592.768866408147
410,-2036710.105562234
411,-5775382.875616979
412,-1887383.2857043121
413,-346438.839676561
414,-381571.59175610007
415,-528585.8053463319
416,-6661030.516915345
417,-17746.518546521547
418,-240422.52102778677
419,-1363114.0029379996
420,-5435909.455237295
421,-630545.1894811882
422,-6778598.410699711
423,-500593.1118661136
424,-6496958.110922545
425,-1523967.062595942
426,-876813.5412905116
427,-7965461.306169051
428,-1151.754568438986
429,-533026.9433806591
430,-615248.1604885627
431,-1367572.6218779066
432,-905781.338334961
433,-1884806.0594913922
434,-81133.96202932924
435,-6348561.15533678
436,-529430.2842318942
437,-541384.7267663232
438,-2264886.3311475706
439,-1279169.1160347804
440,-5638456.55210153
441,-1997601.6666787409
442,-956197.228007259
443,-2555674.2914371737
444,-6220161.16627741
445,-1305132.5498861799
446,-1781446.2173323792
447,-27173.524651516593
448,-340017.54894608853
449,-538410.4457349234
450,-1925671.9207187134
451,-1564875.3968281634
452,-55683.82844116436
453,-538813.1014067946
454,-5698872.478145023
