rewards
-26.89598463
-103.6468444
-65.27074413
-4.73625532
-54.05031485
-23.17100199
-41.00162776
-55.03802608
-69.5014875
-56.50292711
-52.7613694
-1.640813425
1.95742823
-67.94528838
-36.86340289
-6.999998482
-7.99841252
-80.60520168
-4.005314151
-35.47288254
-56.76423077
-79.60299594
-69.53265011
-27.49967776
-33.32799565
-79.78074041
-68.97735492
-5.326456412
-33.59191287
-4.299209228
-59.02932424
-79.51516435
-33.96153061
-44.01187603
-6.28646448
-47.44088859
-69.54679786
-81.40955011
-4.27965337
-47.06591584
-80.16508958
-69.37415858
-28.14654836
-44.79370507
-95.98812757
-37.79780259
-6.471244312
-50.36544541
-47.06792916
-2.570960967
-90.08011029
-66.3587064
-89.17473595
-5.597534944
5.824475946
-51.69906346
-2.450412396
-71.10300957
-66.33212529
-28.74284373
-62.9046166
-45.70057876
-27.32489837
-39.62832997
-6.063422595
-28.08331725
-56.94687864
-38.58027051
-6.99999379
-7.948103935
-90.07114452
-63.04545657
-101.5490172
-5.01543631
-51.83726608
-25.64141858
-80.22034168
-5.004709184
-83.90269465
-6.999999999
-74.7899613
-4.005317019
5.732984221
-34.36104107
-34.94472112
-56.65892748
-23.16726636
-17.2936259
-88.93053852
-34.56002458
-65.22164275
-60.93362595
-4.549652095
-5.02907005
-51.86156862
-59.83087538
-64.84398119
-2.986332996
-73.95332523
-4.960748658
-18.34533056
-53.70440232
-94.03032856
-54.65165958
-95.04525688
-54.65223194
-54.81854039
-95.001575
-94.45536747
-68.09985459
-70.32069456
-65.27252233
-55.8996713
-53.4693931
-4.322008626
-4.429361292
-4.235376381
-94.95278129
-54.43008685
-4.259621387
-4.224441696
-74.07980637
-56.01889358
-54.0694855
-4.185841854
-54.69192655
-4.145674821
-67.09165548
-55.27401711
-54.34831847
-74.96506828
-4.262565739
-95.17174327
-73.46416825
-73.08520937
-53.30354219
-96.8259654
-67.16809909
-54.70145884
-93.82470398
-94.27693965
-4.468930687
-4.338882228
-94.33494085
-68.51021894
-94.68600055
-54.55896638
-54.98482299
-4.210915781
-68.90791334
-94.6625229
-94.50495158
-69.9669516
-69.73074019
-71.41262334
-4.297712723
-72.51132399
-73.08862084
-4.228599247
-55.0176277
-95.52845698
-4.337012184
-4.186767502
-4.377856261
-74.29270219
-68.71308706
-4.381019518
-96.54561192
-94.22256968
-94.58776686
-93.90287357
-95.2952472
-54.69695844
-65.26494421
-71.68760924
-72.85609045
-54.64018061
-94.27456378
-94.52030506
-69.0773947
-95.45546029
-56.12926257
-55.09897216
-53.97024293
-53.27309319
-95.61348097
-97.1276295
-94.5949142
-76.82098893
-70.62406356
-75.23314113
-69.45758069
-4.314722535
-72.60372602
-68.44664048
-4.359019888
-94.70056228
-4.22310194
-89.66524502
-23.43789912
-4.549604471
-17.55326005
-44.86741094
-4.640889667
-23.52265067
-4.489226524
-44.65440379
-45.22497639
-24.09922947
-44.7191339
-44.84730561
-45.50481282
-45.35107991
-23.69087039
-45.63172173
-45.45252702
-4.720495108
-44.91722312
-45.25058078
-4.556034903
-4.60352432
-45.53737826
-4.635122569
-4.44165134
-16.64227436
-23.67240769
-44.66820694
-16.43533192
-44.58215373
-45.26300467
-45.1819374
-4.551362712
-4.575072839
-23.92788158
-45.07850061
-44.52794867
-4.440751219
-23.22243805
-45.39951119
-4.471898538
-24.14986645
-15.17458206
-15.44562906
-4.67512404
-17.88916832
-45.17386153
-4.630968732
-44.15777053
-17.08145858
-4.591778806
-45.03123471
-23.54988955
-23.31591221
-4.511651467
-23.50075272
-45.12510719
-17.18010514
-4.528991951
-4.531496081
-14.69266522
-44.52168816
-17.1135708
-44.77129434
-45.51798494
-23.69761733
-45.27895322
-4.618796284
-45.10096558
-44.33068849
-23.8678529
-45.6853681
-23.89946727
-22.8887143
-17.58548729
-45.04141139
-4.669915545
-4.559640299
-45.62265309
-24.25367921
-17.11842218
-45.0096312
-23.94247141
-4.686455967
-23.20730541
-44.66177657
-23.8399707
-24.23020477
-44.50244761
-4.648287786
-4.598853324
-23.80266832
-45.56498262
-23.91120383
-23.55850599
-44.84304666
-4.496022005
-4.547350768
-45.12080627
-4.494346252
-45.23851775
-4.540041733
-24.25940768
-4.585121851
-4.536547154
-44.48106333
-4.644066611
-23.45214791
-4.458819112
-4.521256503
-44.85386774
-23.60169473
-17.39461495
-4.579868302
-44.85581865
-24.31607967
-45.24655966
-4.673547788
-15.28009651
-4.591768722
-4.6291659
-44.78266016
-23.76774123
-15.91237318
-23.45310353
-45.51160429
-23.50005501
-23.46735464
-23.80077746
-45.56970333
-44.36583468
-24.31965721
-24.10008195
-16.88247561
-44.95227291
-4.495241369
-4.529870944
-4.517012464
-44.97713135
-45.03459604
-45.2406056
-23.68195194
-45.14863221
-17.21401581
-4.6220123
-4.635595048
-44.60458434
-16.78014704
-24.30370073
-17.33412851
-15.05792916
-23.45075711
-16.9577064
-23.20497281
-44.59862516
-16.81679793
-4.494710961
-45.17317304
-17.00128574
-15.64419139
-23.16899756
-17.36574502
-44.90573308
-15.25920362
-4.609689243
-16.90393492
-45.51183394
-4.517086713
-16.82592031
-4.636778435
-45.18442212
-4.715041889
-23.29708762
-45.29652418
-4.654139015
-4.660678782
-23.44267869
-44.13559912
-23.63950609
-23.82705408
-4.698269154
-16.74309738
-4.662483649
-23.7797456
-23.98191873
-17.04646124
-4.593229109
-45.13643182
-17.59503193
-16.95043006
-16.06271512
-16.87628116
-17.77174837
-4.465541928
-23.56495323
-44.52007915
-45.54197012
-23.61029856
-45.23583299
-16.31090114
-23.37391684
-44.81581944
-17.39109093
-16.92634862
-17.28356111
-17.28458043
-23.36818671
-45.02008765
-4.685147744
-17.62965093
-4.557531656
-4.57971914
-4.62704642
-4.530562499
-44.78853796
-23.81402431
-17.13972578
-4.609850848
-23.96043802
-4.576892156
-4.598971522
-17.15076861
-24.16574013
-23.04460078
-4.524788542
-45.37119245
-4.555382205
-4.404371662
-23.51921967
-15.8317749
-23.60887063
-45.55720612
-44.59380111
-17.39530721
-23.8852371
-24.01112545
-17.46324885
-23.15275069
-4.525463259
-17.27410255
-17.33026765
-24.24964141
-4.348417762
-24.14645789
-23.2331824
-17.48156387
-23.06988505
-24.1294229
-17.55947074
-43.54176809
-23.63006614
-4.659022382
-23.42476
-23.23131728
-23.62717815
-23.48387316
-45.12138617
-15.51344572
-4.609186501
-4.631882538
-23.69462843
-4.504030927
-45.19012259
-17.24962746
-23.87578589
-18.59720994
-45.19337813
-45.51664131
-4.482026707
-14.52156567
-45.52194015
-44.74465743
-23.59750764
-45.39758496
-15.01568554
-17.24614113
-24.11510936
-4.639323387
-23.56980569
-44.91469932
