汽机旁路系统蒸汽阀平均开度,稳压器喷淋阀平均开度,上充流量调节阀开度,电加热开启数量,一环路冷热段平均值,堆芯出口温度平均值,一回路压力平均值,ΔTsat平均值
54.35626666666667,0.0,100.0,0,233.51749999999998,233.442,5.41057,36.45
54.07146666666667,0.0,100.0,0,233.481,233.4065,5.41101,36.4907
53.76636666666667,0.0,100.0,0,233.4445,233.371,5.41144,36.531
53.46123333333333,0.0,100.0,0,233.4075,233.336,5.41194,36.5712
53.166266666666665,0.0,100.0,0,233.3715,233.301,5.41248,36.6126
52.86113333333333,0.0,100.0,0,233.335,233.266,5.41295,36.6534
52.5662,0.0,100.0,0,233.299,233.23149999999998,5.41341,36.694
52.27123333333333,0.0,100.0,0,233.26299999999998,233.197,5.41395,36.7338
51.966100000000004,0.0,100.0,0,233.22699999999998,233.163,5.41452,36.7737
51.66096666666667,0.0,100.0,0,233.19150000000002,233.1285,5.41498,36.8138
51.36603333333333,0.0,100.0,0,233.155,233.09449999999998,5.41543,36.8536
51.07106666666667,0.0,100.0,0,233.12,233.0605,5.41596,36.8943
50.765966666666664,0.0,100.0,0,233.0845,233.027,5.41648,36.9338
50.471000000000004,0.0,100.0,0,233.049,232.993,5.41703,36.9729
50.17603333333333,0.0,100.0,0,233.01350000000002,232.96,5.41755,37.0122
49.88106666666666,0.0,100.0,0,232.9785,232.926,5.41804,37.0507
49.575966666666666,0.0,100.0,0,232.9435,232.893,5.41852,37.0902
49.281,0.0,100.0,0,232.9085,232.86,5.41908,37.1307
48.98603333333333,0.0,100.0,0,232.874,232.827,5.41963,37.1699
48.691100000000006,0.0,100.0,0,232.8395,232.79399999999998,5.42017,37.2087
48.39613333333333,0.0,100.0,0,232.805,232.7615,5.42062,37.2469
48.101166666666664,0.0,100.0,0,232.7705,232.72899999999998,5.42111,37.285
47.79606666666667,0.0,100.0,0,232.736,232.697,5.42162,37.3233
47.511266666666664,0.0,100.0,0,232.702,232.6645,5.42213,37.3615
47.206133333333334,0.0,100.0,0,232.668,232.6325,5.42263,37.3986
46.921366666666664,0.0,100.0,0,232.63400000000001,232.601,5.42314,37.4371
46.616233333333334,0.0,100.0,0,232.6005,232.56900000000002,5.42361,37.4725
46.331466666666664,0.0,100.0,0,232.5665,232.537,5.42352,37.498
46.0365,0.0,100.0,0,232.53300000000002,232.505,5.42236,37.5189
45.7517,0.0,100.0,0,232.49849999999998,232.4735,5.42137,37.54
45.45676666666666,0.0,100.0,0,232.465,232.44150000000002,5.42033,37.5595
45.17196666666666,0.0,100.0,0,232.4315,232.41,5.41919,37.5776
44.87703333333334,0.0,100.0,0,232.3985,232.3785,5.41797,37.5947
44.59223333333333,0.0,100.0,0,232.3655,232.347,5.41664,37.6102
44.30746666666666,0.0,100.0,0,232.332,232.316,5.41514,37.6236
44.02266666666666,0.0,100.0,0,232.29899999999998,232.285,5.4134,37.6339
43.7379,0.0,100.0,0,232.2665,232.254,5.41136,37.6405
43.4531,0.0,100.0,0,232.233,232.223,5.40892,37.642
43.16833333333333,0.0,100.0,0,232.2005,232.192,5.40596,37.6376
42.88353333333333,0.0,100.0,0,232.1675,232.161,5.40242,37.626
42.59876666666667,0.0,100.0,0,232.1345,232.13,5.39813,37.6052
42.32413333333333,0.0,100.0,0,232.1015,232.099,5.39281,37.572
42.039366666666666,0.0,100.0,0,232.0685,232.0675,5.38615,37.5225
41.75456666666667,0.0,100.0,0,232.03500000000003,232.036,5.37771,37.4509
41.47996666666666,0.0,100.0,0,232.00150000000002,232.003,5.36672,37.2812
41.205333333333336,0.0,100.0,0,231.967,231.97,5.35108,37.1595
40.920566666666666,0.0,100.0,0,231.93200000000002,231.936,5.33334,36.9369
40.635799999999996,0.0,100.0,0,231.8945,231.8995,5.30169,36.6059
40.36116666666667,0.0,100.0,0,231.8565,231.8625,5.26718,36.263
40.08656666666667,0.0,100.0,0,231.82100000000003,231.8265,5.24226,35.9327
39.80176666666667,0.0,100.0,0,231.80450000000002,231.79250000000002,5.22561,35.6532
39.527166666666666,0.0,100.0,0,231.80349999999999,231.768,5.26102,35.882
39.25256666666667,0.0,100.0,0,231.787,231.7455,5.26537,36.2847
38.96776666666667,0.0,100.0,0,231.74599999999998,231.722,5.23898,36.461
38.69313333333333,0.0,100.0,0,231.69299999999998,231.695,5.19653,36.3378
38.38803333333333,0.0,100.0,0,231.66,231.663,5.17781,36.2563
38.11343333333333,0.0,100.0,0,231.618,231.63,5.12642,35.809
37.8388,0.0,100.0,0,231.5915,231.594,5.09814,35.1368
37.5642,0.0,100.0,0,231.57549999999998,231.559,5.10224,34.619
37.289566666666666,0.0,100.0,0,231.5665,231.53,5.13161,34.5804
37.025133333333336,0.0,100.0,0,231.5575,231.50799999999998,5.17355,34.927
36.74033333333333,0.0,100.0,0,231.5195,231.488,5.17149,35.4737
36.49623333333333,0.0,100.0,0,231.449,231.465,5.10366,35.2207
36.2318,0.0,100.0,0,231.42149999999998,231.436,5.08135,34.7207
35.96736666666667,0.0,100.0,0,231.403,231.411,5.10335,34.5936
35.682566666666666,0.0,100.0,0,231.379,231.392,5.13193,35.0008
35.41813333333334,0.0,100.0,0,231.34,231.36849999999998,5.10615,35.041
35.1537,0.0,100.0,0,231.3065,231.34050000000002,5.08386,34.7695
34.889266666666664,0.0,100.0,0,231.27999999999997,231.316,5.09841,34.8313
34.61463333333334,0.0,100.0,0,231.25,231.29,5.09399,34.8457
34.3502,0.0,100.0,0,231.21949999999998,231.263,5.09229,34.8364
34.085766666666665,0.0,100.0,0,231.1885,231.237,5.08944,34.8487
33.8213,0.0,100.0,0,231.15800000000002,231.2105,5.08756,34.8545
33.55686666666667,0.0,100.0,0,231.1285,231.1845,5.08701,34.8791
33.29243333333333,0.0,100.0,0,231.0985,231.1585,5.08608,34.8867
33.028,0.0,100.0,0,231.07049999999998,231.13400000000001,5.08968,34.9517
32.763533333333335,0.0,100.0,0,231.04250000000002,231.109,5.09241,35.0132
32.4991,0.0,100.0,0,231.015,231.085,5.09467,35.069
32.24483333333333,0.0,100.0,0,230.9875,231.06,5.09682,35.1216
31.990566666666666,0.0,100.0,0,230.9605,231.036,5.09896,35.1727
31.726133333333333,0.0,100.0,0,230.93349999999998,231.012,5.10112,35.2233
31.482033333333334,0.0,100.0,0,230.9065,230.9875,5.10329,35.2735
31.197233333333333,0.0,100.0,0,230.8795,230.961,5.105525,35.3284
30.932799999999997,0.0,100.0,0,230.85,230.9365,5.10778,35.3787
30.6887,0.0,100.0,0,230.8235,230.912,5.10993,35.4285
30.424266666666668,0.0,100.0,0,230.7975,230.888,5.11183,35.4754
30.18016666666667,0.0,100.0,0,230.77100000000002,230.86450000000002,5.11374,35.5222
29.915733333333332,0.0,100.0,0,230.74450000000002,230.841,5.11563,35.5686
29.6716,0.0,100.0,0,230.7185,230.817,5.11748,35.6144
29.417333333333335,0.0,100.0,0,230.69299999999998,230.79399999999998,5.11929,35.6596
29.173233333333332,0.0,100.0,0,230.66750000000002,230.76999999999998,5.12107,35.7043
28.918966666666666,0.0,100.0,0,230.6415,230.747,5.12281,35.7484
28.674866666666663,0.0,100.0,0,230.6165,230.724,5.12453,35.7919
28.420599999999997,0.0,100.0,0,230.591,230.701,5.12614,35.8342
28.1765,0.0,100.0,0,230.5655,230.678,5.12773,35.8762
27.9324,0.0,100.0,0,230.5405,230.65550000000002,5.12925,35.9171
27.688299999999998,0.0,100.0,0,230.5155,230.63299999999998,5.13073,35.9575
27.4442,0.0,100.0,0,230.4905,230.61,5.13217,35.9973
27.200100000000003,0.0,100.0,0,230.4665,230.588,5.13359,36.0367
26.956,0.0,100.0,0,230.44150000000002,230.566,5.13499,36.0757
26.7119,0.0,100.0,0,230.417,230.5435,5.13639,36.1137
26.4678,0.0,100.0,0,230.39249999999998,230.522,5.13767,36.1516
26.233866666666668,0.0,100.0,0,230.36849999999998,230.5,5.13893,36.1887
25.989766666666668,0.0,100.0,0,230.34449999999998,230.478,5.14012,36.2249
25.75583333333333,0.0,100.0,0,230.3205,230.45600000000002,5.14131,36.2607
25.511733333333336,0.0,100.0,0,230.29649999999998,230.435,5.14243,36.2955
25.267633333333333,0.0,100.0,0,230.27249999999998,230.4135,5.14352,36.3299
25.043899999999997,0.0,100.0,0,230.24900000000002,230.392,5.1446,36.364
24.79976666666667,0.0,100.0,0,230.2255,230.371,5.14562,36.3973
24.565866666666665,0.0,100.0,0,230.202,230.35,5.14655,36.4294
24.331933333333335,0.0,100.0,0,230.17849999999999,230.329,5.14745,36.4611
24.087833333333332,0.0,100.0,0,230.15550000000002,230.308,5.14833,36.4924
23.864066666666663,0.0,100.0,0,230.1325,230.287,5.14914,36.5228
23.619966666666667,0.0,100.0,0,230.1095,230.267,5.14989,36.5523
23.396200000000004,0.0,100.0,0,230.0865,230.246,5.15061,36.5814
23.1521,0.0,100.0,0,230.064,230.226,5.1513,36.6099
22.92833333333333,0.0,100.0,0,230.04149999999998,230.2055,5.15192,36.6376
22.7046,0.0,100.0,0,230.01850000000002,230.185,5.15249,36.6645
22.4605,0.0,100.0,0,229.9965,230.165,5.15304,36.691
22.236733333333333,0.0,100.0,0,229.974,230.14499999999998,5.15354,36.7168
22.01296666666667,0.0,100.0,0,229.9515,230.1255,5.15398,36.7419
21.77903333333333,0.0,100.0,0,229.92950000000002,230.106,5.15437,36.7663
21.5451,0.0,100.0,0,229.9075,230.086,5.15474,36.7902
21.321366666666666,0.0,100.0,0,229.886,230.06650000000002,5.15505,36.8133
21.0976,0.0,100.0,0,229.86450000000002,230.047,5.15532,36.8358
20.873833333333334,0.0,100.0,0,229.8425,230.028,5.15554,36.8578
20.6501,0.0,100.0,0,229.82150000000001,230.00900000000001,5.15572,36.879
20.426333333333332,0.0,100.0,0,229.79950000000002,229.98950000000002,5.15585,36.8995
20.192400000000003,0.0,100.0,0,229.7785,229.97050000000002,5.15593,36.9194
19.968633333333333,0.0,100.0,0,229.7575,229.952,5.15597,36.9386
19.744866666666667,0.0,100.0,0,229.73649999999998,229.933,5.15596,36.9571
19.521133333333335,0.0,100.0,0,229.71499999999997,229.914,5.15589,36.9748
19.307533333333335,0.0,100.0,0,229.6945,229.89600000000002,5.15577,36.9918
19.083766666666666,0.0,100.0,0,229.674,229.877,5.15559,37.0081
18.860033333333334,0.0,100.0,0,229.65300000000002,229.859,5.15536,37.0235
18.636266666666668,0.0,100.0,0,229.6325,229.84050000000002,5.15507,37.0381
18.412499999999998,0.0,100.0,0,229.612,229.822,5.15471,37.0519
18.1989,0.0,100.0,0,229.59199999999998,229.804,5.1543,37.0649
17.975133333333332,0.0,100.0,0,229.57150000000001,229.786,5.15383,37.077
17.761566666666667,0.0,100.0,0,229.55149999999998,229.768,5.15328,37.0882
17.5378,0.0,100.0,0,229.5315,229.751,5.15266,37.0983
17.324233333333336,0.0,100.0,0,229.5115,229.733,5.15198,37.1075
17.110633333333332,0.0,100.0,0,229.49149999999997,229.715,5.15122,37.1161
16.886866666666666,0.0,100.0,0,229.47199999999998,229.698,5.15038,37.1233
16.673266666666667,0.0,100.0,0,229.452,229.6805,5.14945,37.1291
16.4597,0.0,100.0,0,229.433,229.663,5.14839,37.1331
16.23593333333333,0.0,100.0,0,229.4135,229.64600000000002,5.14716,37.1354
16.032533333333333,0.0,100.0,0,229.394,229.629,5.14575,37.1352
15.808766666666665,0.0,100.0,0,229.3745,229.612,5.14417,37.1328
15.595166666666666,0.0,100.0,0,229.3555,229.59449999999998,5.14237,37.1277
15.3816,0.0,100.0,0,229.3365,229.5775,5.14033,37.1195
15.178166666666668,0.0,100.0,0,229.317,229.561,5.138,37.1077
14.964566666666665,0.0,100.0,0,229.298,229.54399999999998,5.13535,37.0918
14.751,0.0,100.0,0,229.27949999999998,229.527,5.13228,37.0707
14.5374,0.0,100.0,0,229.2605,229.51,5.12877,37.0442
14.333999999999998,0.0,100.0,0,229.24149999999997,229.493,5.12475,37.0114
14.120399999999998,0.0,100.0,0,229.2225,229.476,5.12015,36.9713
13.906799999999999,0.0,100.0,0,229.2035,229.459,5.11489,36.923
13.7034,0.0,100.0,0,229.1845,229.442,5.10891,36.866
13.4898,0.0,100.0,0,229.1655,229.425,5.10218,36.7999
13.2864,0.0,100.0,0,229.1465,229.40800000000002,5.09467,36.7243
13.0728,0.0,100.0,0,229.1275,229.391,5.08644,36.6401
12.869399999999999,0.0,100.0,0,229.1085,229.37349999999998,5.07762,36.5492
12.665966666666668,0.0,100.0,0,229.0895,229.35649999999998,5.06842,36.454
12.462566666666666,0.0,100.0,0,229.07100000000003,229.3395,5.05922,36.3595
12.259133333333333,0.0,100.0,0,229.0525,229.323,5.05049,36.2718
12.0659,0.0,100.0,0,229.034,229.30700000000002,5.0427,36.1956
11.862499999999999,0.0,100.0,0,229.0165,229.291,5.03624,36.1358
11.659066666666666,0.0,100.0,0,228.99900000000002,229.276,5.03104,36.0899
11.4353,0.0,100.0,0,228.98000000000002,229.26,5.02622,36.0487
11.242066666666666,0.0,100.0,0,228.963,229.245,5.02226,36.0155
11.0488,0.0,100.0,0,228.94600000000003,229.23000000000002,5.01825,35.9794
10.8454,0.0,100.0,0,228.929,229.215,5.01384,35.9408
10.662333333333335,0.0,100.0,0,228.912,229.2,5.0097,35.9063
10.4589,0.0,100.0,0,228.8955,229.185,5.00597,35.8762
10.275833333333333,0.0,100.0,0,228.8785,229.1705,5.00273,35.8526
10.0826,0.0,100.0,0,228.862,229.156,4.99949,35.8272
9.889333333333333,0.0,100.0,0,228.84550000000002,229.141,4.99626,35.8018
9.6961,0.0,100.0,0,228.829,229.127,4.99299,35.7759
9.513033333333334,0.0,100.0,0,228.813,229.112,4.98965,35.7494
9.319766666666666,0.0,100.0,0,228.79649999999998,229.098,4.98627,35.7222
9.157033333333333,0.0,100.0,0,228.7825,229.085,4.98321,35.6973
8.973966666666668,0.0,100.0,0,228.76600000000002,229.07,4.97976,35.6691
8.7909,0.0,100.0,0,228.75,229.05599999999998,4.97628,35.6403
8.607833333333334,0.0,100.0,0,228.734,229.042,4.97276,35.611
8.424733333333334,0.0,100.0,0,228.71800000000002,229.028,4.96921,35.5811
8.241666666666667,0.0,100.0,0,228.7025,229.014,4.96561,35.5508
8.0586,0.0,100.0,0,228.68650000000002,229.0,4.96198,35.5198
7.8857,0.0,100.0,0,228.6705,228.986,4.95832,35.4886
7.702633333333334,0.0,100.0,0,228.655,228.972,4.95468,35.4574
7.5195333333333325,0.0,100.0,0,228.6395,228.958,4.95101,35.4257
7.3568,0.0,100.0,0,228.624,228.945,4.94731,35.3935
7.173733333333334,0.0,100.0,0,228.6085,228.93099999999998,4.94358,35.361
7.011,0.0,100.0,0,228.5935,228.917,4.93984,35.3282
6.8381,0.0,100.0,0,228.5785,228.904,4.93608,35.295
6.665193333333332,0.0,100.0,0,228.563,228.89,4.9323,35.2616
6.502456666666667,0.0,100.0,0,228.548,228.877,4.92851,35.2279
6.3397266666666665,0.0,100.0,0,228.53300000000002,228.864,4.92474,35.1944
6.166816666666667,0.0,100.0,0,228.5165,228.849,4.9206,35.1576
6.0040933333333335,0.0,100.0,0,228.50150000000002,228.836,4.91687,35.1246
5.841359999999999,0.0,100.0,0,228.487,228.823,4.91322,35.0926
5.678626666666666,0.0,100.0,0,228.47199999999998,228.81,4.90971,35.0624
5.5158933333333335,0.0,100.0,0,228.4575,228.797,4.90645,35.0359
5.35316,0.0,100.0,0,228.44299999999998,228.784,4.90374,35.0169
5.200593333333334,0.0,100.0,0,228.429,228.77100000000002,4.90219,35.0148
5.048033333333334,0.0,100.0,0,228.4155,228.76,4.90326,35.0479
4.8853,0.0,100.0,0,228.4025,228.74849999999998,4.9064,35.0988
4.722566666666666,0.0,100.0,0,228.3895,228.738,4.90939,35.1457
4.57,0.0,100.0,0,228.37650000000002,228.727,4.91187,35.186
4.417443333333334,0.0,100.0,0,228.3635,228.716,4.91396,35.2223
4.25471,0.0,100.0,0,228.3505,228.7045,4.91574,35.2553
4.102143333333333,0.0,100.0,0,228.337,228.69299999999998,4.91727,35.2853
3.9495833333333334,0.0,100.0,0,228.324,228.68099999999998,4.91859,35.3127
3.78685,0.0,100.0,0,228.3105,228.67000000000002,4.9197,35.3376
3.64446,0.0,100.0,0,228.297,228.65800000000002,4.92063,35.3603
3.481726666666667,0.0,100.0,0,228.284,228.647,4.92139,35.3809
3.3291600000000003,0.0,100.0,0,228.2715,228.635,4.92202,35.3997
3.1766,0.0,100.0,0,228.25799999999998,228.624,4.92251,35.4168
3.03421,0.0,100.0,0,228.2455,228.613,4.9229,35.4325
2.8816433333333333,0.0,100.0,0,228.23250000000002,228.602,4.92318,35.4469
2.7290833333333335,0.0,100.0,0,228.22,228.591,4.92338,35.4601
2.5765166666666666,0.0,100.0,0,228.207,228.57999999999998,4.92349,35.4722
2.4341266666666663,0.0,100.0,0,228.1945,228.56900000000002,4.92353,35.4833
2.2815666666666665,0.0,100.0,0,228.18200000000002,228.558,4.92351,35.4935
2.129,0.0,100.0,0,228.1695,228.548,4.92341,35.5027
1.98661,0.0,100.0,0,228.1575,228.537,4.92322,35.5109
1.8442166666666668,0.0,100.0,0,228.1455,228.527,4.923,35.5181
1.6916499999999999,0.0,100.0,0,228.133,228.517,4.92272,35.5245
1.54926,0.0,100.0,0,228.12099999999998,228.507,4.92237,35.5298
1.3967,0.0,100.0,0,228.1095,228.498,4.92196,35.5341
1.25431,0.0,100.0,0,228.09750000000003,228.489,4.92149,35.5373
1.1119166666666667,0.0,100.0,0,228.0865,228.48000000000002,4.92097,35.5394
0.9796999999999999,0.0,100.0,0,228.0755,228.471,4.92035,35.5399
0.83731,0.0,100.0,0,228.0645,228.463,4.91965,35.5389
0.705092,0.0,100.0,0,228.05399999999997,228.45600000000002,4.91886,35.5366
0.5728753333333333,0.0,100.0,0,228.0435,228.449,4.91801,35.5329
0.4406586666666667,0.0,100.0,0,228.0335,228.442,4.91709,35.5279
0.31860866666666665,0.0,100.0,0,228.0235,228.436,4.91609,35.5213
0.19656700000000002,0.0,100.0,0,228.014,228.43,4.91502,35.5134
0.07452533333333333,0.0,100.0,0,228.005,228.425,4.91388,35.5042
0.0,0.0,100.0,0,227.9965,228.421,4.9127,35.4937
0.0,0.0,100.0,0,227.988,228.417,4.91144,35.4819
0.0,0.0,100.0,0,227.9805,228.414,4.91012,35.4686
0.0,0.0,100.0,0,227.973,228.411,4.90872,35.4538
0.0,0.0,100.0,0,227.966,228.409,4.90726,35.4377
0.0,0.0,100.0,0,227.959,228.40699999999998,4.90572,35.4202
0.0,0.0,100.0,0,227.953,228.405,4.9041,35.4013
0.0,0.0,100.0,0,227.947,228.404,4.90242,35.3811
0.0,0.0,100.0,0,227.9415,228.404,4.90067,35.3596
0.0,0.0,100.0,0,227.936,228.404,4.89884,35.3368
0.0,0.0,100.0,0,227.93200000000002,228.404,4.89694,35.3129
0.0,0.0,100.0,0,227.92700000000002,228.404,4.89497,35.2878
0.0,0.0,100.0,0,227.923,228.405,4.89292,35.2615
0.0,0.0,100.0,0,227.9195,228.405,4.89081,35.2342
0.0,0.0,100.0,0,227.916,228.406,4.88863,35.2058
0.0,0.0,100.0,0,227.91250000000002,228.40699999999998,4.88638,35.1765
0.0,0.0,100.0,0,227.91,228.409,4.88406,35.1461
0.0,0.0,100.0,0,227.9065,228.41,4.88166,35.1146
0.0,0.0,100.0,0,227.904,228.411,4.87916,35.0818
0.0,0.0,100.0,0,227.902,228.413,4.87656,35.0476
0.0,0.0,100.0,0,227.8995,228.414,4.87372,35.0103
0.0,0.0,100.0,0,227.8975,228.415,4.87097,34.9741
0.0,0.0,100.0,0,227.89550000000003,228.417,4.86812,34.9373
0.0,0.0,100.0,0,227.8935,228.418,4.86522,34.8994
0.0,0.0,100.0,0,227.892,228.42000000000002,4.86227,34.8606
0.0,0.0,100.0,0,227.89100000000002,228.421,4.85924,34.8211
0.0,0.0,100.0,0,227.889,228.422,4.85612,34.7806
0.0,0.0,100.0,0,227.8875,228.424,4.85296,34.7393
0.0,0.0,100.0,0,227.8865,228.425,4.84973,34.6973
0.0,0.0,100.0,0,227.885,228.426,4.84646,34.6548
0.0,0.0,100.0,0,227.8835,228.427,4.84315,34.6119
0.0,0.0,100.0,0,227.8825,228.429,4.83975,34.5679
0.0,0.0,100.0,0,227.881,228.43,4.83632,34.5234
0.0,0.0,100.0,0,227.8795,228.43099999999998,4.83285,34.4785
0.0,0.0,100.0,0,227.8785,228.43200000000002,4.82932,34.433
0.0,0.0,100.0,0,227.877,228.433,4.82575,34.3868
0.0,0.0,100.0,0,227.87599999999998,228.434,4.82213,34.3402
0.0,0.0,100.0,0,227.875,228.4345,4.81847,34.2931
0.0,0.0,100.0,0,227.87349999999998,228.435,4.81477,34.2454
0.0,0.0,100.0,0,227.8725,228.436,4.81104,34.1973
0.0,0.0,100.0,0,227.8715,228.437,4.80749,34.152
0.0,0.0,100.0,0,227.87,228.438,4.80366,34.1028
0.0,0.0,100.0,0,227.869,228.438,4.79986,34.0535
0.0,0.0,100.0,0,227.868,228.439,4.796,34.0039
0.0,0.0,100.0,0,227.867,228.439,4.79209,33.9537
0.0,0.0,100.0,0,227.8655,228.44,4.78814,33.9031
0.0,0.0,100.0,0,227.86399999999998,228.44,4.78416,33.8521
0.0,0.0,100.0,0,227.8635,228.441,4.78015,33.8006
0.0,0.0,100.0,0,227.862,228.441,4.77611,33.7488
0.0,0.0,100.0,0,227.8605,228.442,4.77163,33.6914
0.0,0.0,100.0,0,227.8595,228.442,4.76754,33.639
0.0,0.0,100.0,0,227.8585,228.442,4.76341,33.5861
0.0,0.0,100.0,0,227.857,228.442,4.75926,33.5327
0.0,0.0,100.0,0,227.8555,228.44299999999998,4.75508,33.4792
0.0,0.0,100.0,0,227.8545,228.44299999999998,4.75087,33.4253
0.0,0.0,100.0,0,227.853,228.44299999999998,4.74666,33.3712
0.0,0.0,100.0,0,227.85250000000002,228.44299999999998,4.7424,33.3167
0.0,0.0,100.0,0,227.851,228.44299999999998,4.73812,33.2619
0.0,0.0,100.0,0,227.85000000000002,228.44299999999998,4.73383,33.2068
0.0,0.0,100.0,0,227.849,228.44299999999998,4.72951,33.1514
0.0,0.0,100.0,0,227.8475,228.44299999999998,4.72517,33.0958
0.0,0.0,100.0,0,227.8465,228.44299999999998,4.72124,33.0454
0.0,0.0,100.0,0,227.84550000000002,228.44299999999998,4.71687,32.9893
0.0,0.0,100.0,0,227.8435,228.44299999999998,4.71248,32.9329
0.0,0.0,100.0,0,227.8425,228.44299999999998,4.70807,32.8764
0.0,0.0,100.0,0,227.8415,228.44299999999998,4.70364,32.8195
0.020341866666666666,0.0,100.0,0,227.84050000000002,228.44299999999998,4.69925,32.7632
0.040692,0.0,100.0,0,227.839,228.44299999999998,4.69485,32.7068
0.050866999999999996,0.0,100.0,0,227.838,228.44299999999998,4.69048,32.6507
0.071217,0.0,100.0,0,227.837,228.44299999999998,4.68611,32.5945
0.08472543333333334,0.0,100.0,0,227.8355,228.4425,4.68176,32.5386
0.12540876666666667,0.0,100.0,0,227.8345,228.442,4.67743,32.4829
0.155917,0.0,100.0,0,227.83350000000002,228.442,4.6731,32.4272
33.43143366666666,0.0,100.0,0,227.83249999999998,228.442,4.6688,32.3717
33.41108366666666,0.0,100.0,0,227.8315,228.442,4.66449,32.3163
33.360208666666665,0.0,100.0,0,227.82999999999998,228.441,4.66017,32.2608
33.299166666666665,0.0,100.0,0,227.8285,228.441,4.65587,32.2054
66.63246666666667,0.0,100.0,0,227.82799999999997,228.441,4.65158,32.15
66.63246666666667,0.0,100.0,0,227.8265,228.4405,4.64684,32.0889
66.63246666666667,0.0,100.0,0,227.825,228.44,4.64252,32.0332
66.63246666666667,0.0,100.0,0,227.8245,228.44,4.63818,31.9772
66.63246666666667,0.0,100.0,0,227.823,228.439,4.63379,31.9208
66.63246666666667,0.0,100.0,0,227.822,228.438,4.62936,31.8642
66.63246666666667,0.0,100.0,0,227.82049999999998,228.436,4.6249,31.8074
66.63246666666667,0.0,100.0,0,227.8185,228.434,4.62036,31.7503
66.63246666666667,0.0,100.0,0,227.81650000000002,228.43099999999998,4.61577,31.6935
66.63246666666667,0.0,100.0,0,227.814,228.427,4.61113,31.6371
66.63246666666667,0.0,100.0,0,227.811,228.421,4.60642,31.5813
66.63246666666667,0.0,100.0,0,227.8075,228.413,4.60166,31.5266
66.63246666666667,0.0,100.0,0,227.8025,228.404,4.59685,31.4733
66.63246666666667,0.0,100.0,0,227.797,228.392,4.59201,31.4214
66.63246666666667,0.0,100.0,0,227.7905,228.378,4.58714,31.3713
66.63246666666667,0.0,100.0,0,227.783,228.363,4.58224,31.3228
66.63246666666667,0.0,100.0,0,227.774,228.345,4.57732,31.2758
66.63246666666667,0.0,100.0,0,227.764,228.326,4.57241,31.2304
66.63246666666667,0.0,100.0,0,227.7535,228.305,4.5675,31.1864
66.63246666666667,0.0,100.0,0,227.74099999999999,228.284,4.56259,31.1434
66.63246666666667,0.0,100.0,0,227.7285,228.262,4.55771,31.1012
66.63246666666667,0.0,100.0,0,227.714,228.239,4.55283,31.0597
66.63246666666667,0.0,100.0,0,227.7,228.216,4.54798,31.0188
66.63246666666667,0.0,100.0,0,227.685,228.19299999999998,4.54315,30.9785
66.63246666666667,0.0,100.0,0,227.66899999999998,228.16899999999998,4.53833,30.9386
66.63246666666667,0.0,100.0,0,227.652,228.14499999999998,4.53353,30.8992
66.63246666666667,0.0,100.0,0,227.635,228.121,4.52875,30.8604
66.63246666666667,0.0,100.0,0,227.61700000000002,228.096,4.52398,30.8221
66.63246666666667,0.0,100.0,0,227.5985,228.071,4.51924,30.7844
66.63246666666667,0.0,100.0,0,227.5795,228.046,4.5145,30.7471
66.63246666666667,0.0,100.0,0,227.5605,228.01999999999998,4.50978,30.7102
66.63246666666667,0.0,100.0,0,227.5405,227.994,4.50507,30.6736
66.63246666666667,0.0,100.0,0,227.52,227.96800000000002,4.50037,30.6372
66.63246666666667,0.0,100.0,0,227.4995,227.942,4.49567,30.6011
66.63246666666667,0.0,100.0,0,227.4785,227.915,4.49098,30.5651
66.63246666666667,0.0,100.0,0,227.45749999999998,227.889,4.48629,30.5292
66.63246666666667,0.0,100.0,0,227.436,227.862,4.4816,30.4932
66.63246666666667,0.0,100.0,0,227.4145,227.836,4.4769,30.4572
66.63246666666667,0.0,100.0,0,227.39249999999998,227.809,4.47221,30.4212
66.63246666666667,0.0,100.0,0,227.3705,227.78199999999998,4.46749,30.3851
66.63246666666667,0.0,100.0,0,227.3475,227.755,4.46275,30.3486
66.63246666666667,0.0,100.0,0,227.3255,227.728,4.45799,30.3119
66.63246666666667,0.0,100.0,0,227.303,227.701,4.45323,30.2749
66.63246666666667,0.0,100.0,0,227.27949999999998,227.674,4.44845,30.2377
66.63246666666667,0.0,100.0,0,227.257,227.647,4.44363,30.2001
66.63246666666667,0.0,100.0,0,227.2335,227.62,4.43879,30.1621
66.63246666666667,0.0,100.0,0,227.20999999999998,227.59300000000002,4.43326,30.118
66.63246666666667,0.0,100.0,0,227.1875,227.566,4.42886,30.0824
66.63246666666667,0.0,100.0,0,227.164,227.539,4.42427,30.0469
66.63246666666667,0.0,100.0,0,227.14049999999997,227.512,4.41903,30.004
66.63246666666667,0.0,100.0,0,227.11700000000002,227.485,4.4136,29.957
66.63246666666667,0.0,100.0,0,227.093,227.457,4.40804,29.9086
66.63246666666667,0.0,100.0,0,227.06900000000002,227.43,4.40235,29.859
66.63246666666667,0.0,100.0,0,227.0455,227.403,4.39661,29.8087
66.63246666666667,0.0,100.0,0,227.0215,227.376,4.39088,29.7583
66.63246666666667,0.0,100.0,0,226.9975,227.349,4.38518,29.7084
66.63246666666667,0.0,100.0,0,226.974,227.32150000000001,4.37953,29.6591
