汽机旁路系统蒸汽阀平均开度,稳压器喷淋阀平均开度,上充流量调节阀开度,电加热开启数量,一环路冷热段平均值,堆芯出口温度平均值,一回路压力平均值,ΔTsat平均值
33.1704,0.0,12.3342,0,217.15550000000002,217.77949999999998,3.86927,31.9751
33.15003333333333,0.0,12.3343,0,217.15449999999998,217.77749999999997,3.86974,31.9832
33.15003333333333,0.0,12.3345,0,217.1535,217.7765,3.8702,31.9912
33.1297,0.0,12.3346,0,217.152,217.77550000000002,3.87067,31.9993
33.1297,0.0,12.3347,0,217.151,217.7745,3.87113,32.0073
33.109366666666666,0.0,12.3347,0,217.14999999999998,217.7735,3.87159,32.0153
33.109366666666666,0.0,12.3348,0,217.149,217.77249999999998,3.87205,32.0233
33.089,0.0,12.3349,0,217.14800000000002,217.7715,3.87252,32.0312
33.089,0.0,12.335,0,217.147,217.7705,3.87298,32.0392
33.068666666666665,0.0,12.3351,0,217.14600000000002,217.76850000000002,3.87343,32.0471
33.068666666666665,0.0,12.3352,0,217.14499999999998,217.76749999999998,3.87389,32.055
33.04833333333334,0.0,12.3353,0,217.144,217.7665,3.87435,32.063
33.04833333333334,0.0,12.3354,0,217.1425,217.76549999999997,3.87481,32.0708
33.028,0.0,12.3355,0,217.1415,217.7645,3.87526,32.0787
33.028,0.0,12.3356,0,217.1405,217.76350000000002,3.87572,32.0865
33.00763333333333,0.0,12.3357,0,217.1395,217.7625,3.87617,32.0944
33.00763333333333,0.0,12.3358,0,217.1385,217.7615,3.87662,32.1022
32.9873,0.0,12.3359,0,217.1375,217.76049999999998,3.87707,32.11
32.9873,0.0,12.336,0,217.1365,217.7595,3.87752,32.1177
32.96696666666667,0.0,12.3361,0,217.1355,217.758,3.87797,32.1255
32.96696666666667,0.0,12.3362,0,217.1345,217.75650000000002,3.87842,32.1332
32.94663333333333,0.0,12.3363,0,217.1335,217.75549999999998,3.87887,32.1409
32.94663333333333,0.0,12.3363,0,217.1325,217.7545,3.87931,32.1486
32.9263,0.0,12.3364,0,217.1315,217.75349999999997,3.87976,32.1563
32.9263,0.0,12.3365,0,217.1305,217.7525,3.8802,32.1639
32.90593333333333,0.0,12.3366,0,217.1295,217.75150000000002,3.88064,32.1715
32.90593333333333,0.0,12.3367,0,217.128,217.7505,3.88108,32.1791
32.885600000000004,0.0,12.3368,0,217.127,217.7495,3.88148,32.1859
32.885600000000004,0.0,12.3369,0,217.12599999999998,217.74849999999998,3.88192,32.1935
32.86526666666666,0.0,12.337,0,217.125,217.7475,3.88239,32.2016
32.86526666666666,0.0,12.3371,0,217.12400000000002,217.74650000000003,3.88282,32.209
32.84493333333334,0.0,12.3372,0,217.123,217.7455,3.88324,32.2164
32.84493333333334,0.0,12.3373,0,217.122,217.74450000000002,3.88367,32.2238
32.82456666666667,0.0,12.3373,0,217.12099999999998,217.74349999999998,3.8841,32.2311
32.82456666666667,0.0,12.3374,0,217.12,217.7425,3.88452,32.2385
32.804233333333336,0.0,12.3375,0,217.11950000000002,217.7415,3.88494,32.2458
32.804233333333336,0.0,12.3376,0,217.11849999999998,217.7405,3.88536,32.253
32.783899999999996,0.0,12.3377,0,217.1175,217.73950000000002,3.88578,32.2603
32.783899999999996,0.0,12.3378,0,217.1165,217.738,3.8862,32.2675
32.763533333333335,0.0,12.3379,0,217.1155,217.737,3.88662,32.2747
32.763533333333335,0.0,12.338,0,217.1145,217.736,3.88704,32.2819
32.7432,0.0,12.338,0,217.1135,217.73450000000003,3.88745,32.289
32.7432,0.0,12.3381,0,217.1125,217.7335,3.88786,32.2962
32.73303333333333,0.0,12.3382,0,217.1115,217.73250000000002,3.88827,32.3033
32.72286666666667,0.0,12.3383,0,217.1105,217.73149999999998,3.88868,32.3104
32.72286666666667,0.0,12.3384,0,217.1095,217.7305,3.88909,32.3174
32.70253333333333,0.0,12.3385,0,217.1085,217.7295,3.8895,32.3245
32.70253333333333,0.0,12.3386,0,217.10750000000002,217.7285,3.88991,32.3315
32.68216666666667,0.0,12.3387,0,217.10649999999998,217.72750000000002,3.89031,32.3385
32.68216666666667,0.0,12.3387,0,217.106,217.7265,3.89071,32.3454
32.661833333333334,0.0,12.3388,0,217.10500000000002,217.7255,3.89112,32.3524
32.661833333333334,0.0,12.3389,0,217.10399999999998,217.72449999999998,3.89152,32.3593
32.6415,0.0,12.339,0,217.103,217.7235,3.89191,32.3659
32.6415,0.0,12.339,0,217.102,217.72250000000003,3.89226,32.3721
32.62116666666667,0.0,12.3391,0,217.101,217.7215,3.8926,32.3781
32.62116666666667,0.0,12.3392,0,217.1,217.72050000000002,3.89292,32.3839
32.6008,0.0,12.3393,0,217.099,217.71949999999998,3.89324,32.3895
32.6008,0.0,12.3393,0,217.098,217.719,3.89355,32.3951
32.59063333333333,0.0,12.3394,0,217.09699999999998,217.718,3.89386,32.4005
32.580466666666666,0.0,12.3395,0,217.096,217.717,3.89415,32.4059
32.580466666666666,0.0,12.3396,0,217.095,217.716,3.89444,32.4111
32.56013333333333,0.0,12.3396,0,217.094,217.715,3.89472,32.4163
32.56013333333333,0.0,12.3397,0,217.0935,217.7145,3.895,32.4213
32.5398,0.0,12.3398,0,217.0925,217.7135,3.89527,32.4264
32.5398,0.0,12.3398,0,217.0915,217.71249999999998,3.89554,32.4312
32.519466666666666,0.0,12.3399,0,217.09050000000002,217.7115,3.8958,32.4361
32.519466666666666,0.0,12.3399,0,217.0895,217.71050000000002,3.89606,32.4409
32.4991,0.0,12.34,0,217.0885,217.7095,3.89631,32.4456
32.4991,0.0,12.34,0,217.08749999999998,217.70850000000002,3.89656,32.4502
32.488933333333335,0.0,12.3401,0,217.0865,217.70749999999998,3.89681,32.4548
32.478766666666665,0.0,12.3401,0,217.0855,217.7065,3.89705,32.4594
32.478766666666665,0.0,12.3402,0,217.0845,217.7055,3.89729,32.4638
32.45843333333333,0.0,12.3402,0,217.08350000000002,217.7045,3.89753,32.4683
32.45843333333333,0.0,12.3402,0,217.083,217.70350000000002,3.89776,32.4727
32.4381,0.0,12.3403,0,217.082,217.7025,3.89799,32.477
32.4381,0.0,12.3403,0,217.081,217.7015,3.89822,32.4814
32.427933333333335,0.0,12.3404,0,217.0805,217.70049999999998,3.89846,32.4858
32.41773333333333,0.0,12.3404,0,217.0795,217.6995,3.89869,32.4902
32.41773333333333,0.0,12.3405,0,217.07850000000002,217.69850000000002,3.89892,32.4946
32.3974,0.0,12.3406,0,217.0775,217.6975,3.89915,32.4989
32.3974,0.0,12.3406,0,217.0765,217.69650000000001,3.89938,32.5032
32.37706666666667,0.0,12.3407,0,217.07549999999998,217.69549999999998,3.89961,32.5076
32.37706666666667,0.0,12.3407,0,217.075,217.695,3.89984,32.512
32.3669,0.0,12.3408,0,217.074,217.694,3.90008,32.5165
32.3567,0.0,12.3408,0,217.073,217.6935,3.90032,32.521
32.3567,0.0,12.3409,0,217.072,217.6925,3.90112,32.5421
32.33636666666666,0.0,12.341,0,217.066,217.69150000000002,3.90159,32.5445
32.33636666666666,0.0,12.3411,0,217.062,217.6905,3.9023,32.5503
32.31603333333334,0.0,12.3411,0,217.0605,217.6895,3.90228,32.5506
32.31603333333334,0.0,12.3411,0,217.062,217.68849999999998,3.90143,32.5397
32.31603333333334,0.0,12.3411,0,217.068,217.6875,3.90296,32.5559
32.295700000000004,0.0,12.3412,0,217.06650000000002,217.68650000000002,3.90318,32.5681
32.295700000000004,0.0,12.3412,0,217.065,217.686,3.90309,32.5716
32.27533333333333,0.0,12.3412,0,217.0635,217.685,3.90329,32.5742
32.27533333333333,0.0,12.3412,0,217.0625,217.684,3.90369,32.5796
32.27533333333333,0.0,12.3413,0,217.0615,217.6825,3.90406,32.5863
32.255,0.0,12.3413,0,217.0605,217.6815,3.90438,32.5927
32.255,0.0,12.3414,0,217.0595,217.6805,3.9047,32.5987
32.23466666666667,0.0,12.3415,0,217.059,217.67950000000002,3.90505,32.6048
32.23466666666667,0.0,12.3415,0,217.05849999999998,217.67849999999999,3.90541,32.6109
32.23466666666667,0.0,12.3416,0,217.058,217.6775,3.90578,32.6173
32.214333333333336,0.0,12.3417,0,217.05700000000002,217.6775,3.90616,32.6236
32.214333333333336,0.0,12.3417,0,217.05700000000002,217.67649999999998,3.90656,32.6301
32.193999999999996,0.0,12.3418,0,217.05599999999998,217.6755,3.90696,32.6368
32.193999999999996,0.0,12.3419,0,217.055,217.675,3.90736,32.6436
32.193999999999996,0.0,12.3419,0,217.05450000000002,217.67450000000002,3.90771,32.6504
32.173633333333335,0.0,12.342,0,217.05450000000002,217.6735,3.90811,32.6564
32.173633333333335,0.0,12.3421,0,217.05349999999999,217.6725,3.90855,32.6634
32.1533,0.0,12.3422,0,217.053,217.67149999999998,3.90898,32.6707
32.1533,0.0,12.3422,0,217.053,217.6705,3.9094,32.6779
32.1533,0.0,12.3423,0,217.0525,217.6705,3.90983,32.685
32.13296666666667,0.0,12.3424,0,217.05200000000002,217.6695,3.91027,32.692
32.13296666666667,0.0,12.3425,0,217.0515,217.6695,3.91075,32.6988
32.112633333333335,0.0,12.3426,0,217.0515,217.6685,3.91117,32.7061
32.112633333333335,0.0,12.3426,0,217.0515,217.6685,3.91159,32.7128
32.112633333333335,0.0,12.3427,0,217.051,217.66750000000002,3.91202,32.7195
32.09226666666667,0.0,12.3428,0,217.0515,217.66750000000002,3.91245,32.7261
32.09226666666667,0.0,12.3429,0,217.0515,217.66750000000002,3.91293,32.7332
32.071933333333334,0.0,12.343,0,217.0515,217.66750000000002,3.91336,32.7399
32.071933333333334,0.0,12.3431,0,217.0515,217.66750000000002,3.9138,32.7464
32.071933333333334,0.0,12.3432,0,217.0515,217.66750000000002,3.91425,32.7529
32.0516,0.0,12.3433,0,217.05200000000002,217.66750000000002,3.9147,32.7594
32.0516,0.0,12.3433,0,217.0525,217.66750000000002,3.91516,32.766
32.0516,0.0,12.3434,0,217.0525,217.66750000000002,3.91561,32.7724
32.03126666666667,0.0,12.3435,0,217.0525,217.6685,3.91607,32.7789
32.03126666666667,0.0,12.3436,0,217.053,217.6685,3.91652,32.7854
32.0109,0.0,12.3437,0,217.05349999999999,217.6685,3.91698,32.7918
32.0109,0.0,12.3438,0,217.05349999999999,217.6695,3.91744,32.7982
32.0109,0.0,12.3439,0,217.05399999999997,217.6695,3.9179,32.8047
31.990566666666666,0.0,12.3439,0,217.0545,217.6695,3.91835,32.8111
31.990566666666666,0.0,12.344,0,217.0545,217.6705,3.91881,32.8175
31.990566666666666,0.0,12.3441,0,217.0555,217.6705,3.91927,32.8239
31.980400000000003,0.0,12.3442,0,217.0555,217.6705,3.91974,32.8303
31.97023333333333,0.0,12.3443,0,217.05599999999998,217.67149999999998,3.9202,32.8367
31.97023333333333,0.0,12.3444,0,217.0565,217.67149999999998,3.92066,32.843
31.97023333333333,0.0,12.3445,0,217.0565,217.6725,3.92112,32.8494
31.94986666666667,0.0,12.3446,0,217.05700000000002,217.6725,3.92158,32.8558
31.94986666666667,0.0,12.3447,0,217.0575,217.673,3.92204,32.8621
31.94986666666667,0.0,12.3448,0,217.058,217.6735,3.92251,32.8683
31.94986666666667,0.0,12.3449,0,217.059,217.674,3.92306,32.878
31.929533333333335,0.0,12.345,0,217.059,217.67450000000002,3.92334,32.8814
31.929533333333335,0.0,12.3451,0,217.0595,217.67450000000002,3.92389,32.8872
31.929533333333335,0.0,12.3452,0,217.06,217.6755,3.92445,32.8947
31.929533333333335,0.0,12.3453,0,217.0605,217.6755,3.92493,32.9017
31.929533333333335,0.0,12.3454,0,217.06099999999998,217.67649999999998,3.92539,32.9082
31.9092,0.0,12.3455,0,217.0615,217.67649999999998,3.92587,32.9147
31.9092,0.0,12.3456,0,217.0615,217.6775,3.92636,32.9212
31.9092,0.0,12.3457,0,217.0625,217.6775,3.92684,32.9278
31.9092,0.0,12.3458,0,217.063,217.67849999999999,3.92732,32.9344
31.9092,0.0,12.3459,0,217.0635,217.67849999999999,3.92778,32.9411
31.9092,0.0,12.3459,0,217.064,217.67950000000002,3.92824,32.9468
31.9092,0.0,12.346,0,217.0645,217.68,3.92873,32.9534
31.899033333333335,0.0,12.3461,0,217.065,217.6805,3.92918,32.9597
31.88886666666667,0.0,12.3462,0,217.066,217.681,3.92964,32.9659
31.88886666666667,0.0,12.3463,0,217.066,217.6815,3.93009,32.972
31.88886666666667,0.0,12.3464,0,217.067,217.682,3.93055,32.9783
31.88886666666667,0.0,12.3465,0,217.067,217.6825,3.93102,32.9846
31.88886666666667,0.0,12.3466,0,217.06799999999998,217.68349999999998,3.93149,32.9911
31.88886666666667,0.0,12.3467,0,217.0685,217.68349999999998,3.93195,32.9973
31.88886666666667,0.0,12.3469,0,217.06900000000002,217.6845,3.93242,33.0036
31.88886666666667,0.0,12.347,0,217.0695,217.6845,3.93288,33.0099
31.88886666666667,0.0,12.3471,0,217.07049999999998,217.6855,3.93335,33.0162
31.88886666666667,0.0,12.3472,0,217.07049999999998,217.6855,3.93381,33.0225
31.88886666666667,0.0,12.3474,0,217.07150000000001,217.68650000000002,3.93428,33.0289
31.88886666666667,0.0,12.3475,0,217.07150000000001,217.68650000000002,3.93473,33.035
31.88886666666667,0.0,12.3476,0,217.0725,217.6875,3.9352,33.0413
31.88886666666667,0.0,12.3477,0,217.073,217.6875,3.93567,33.0476
31.88886666666667,0.0,12.3478,0,217.07350000000002,217.68849999999998,3.93614,33.0539
31.88886666666667,0.0,12.3479,0,217.074,217.689,3.93659,33.0602
31.88886666666667,0.0,12.348,0,217.075,217.6895,3.93706,33.0664
31.88886666666667,0.0,12.3481,0,217.075,217.69,3.93752,33.0727
31.88886666666667,0.0,12.3482,0,217.076,217.6905,3.93799,33.079
31.88886666666667,0.0,12.3483,0,217.0765,217.69150000000002,3.93846,33.0854
31.88886666666667,0.0,12.3484,0,217.077,217.69150000000002,3.93891,33.0915
31.88886666666667,0.0,12.3485,0,217.0775,217.6925,3.93938,33.0978
31.88886666666667,0.0,12.3486,0,217.078,217.6925,3.93986,33.1043
31.88886666666667,0.0,12.3487,0,217.07850000000002,217.6935,3.94034,33.1108
31.9092,0.0,12.3487,0,217.0795,217.6935,3.94081,33.1171
31.9092,0.0,12.3488,0,217.0795,217.6945,3.9413,33.1238
31.9092,0.0,12.3489,0,217.0805,217.6945,3.94175,33.1299
31.9092,0.0,12.349,0,217.08100000000002,217.69549999999998,3.94221,33.1365
31.9092,0.0,12.3491,0,217.0815,217.69549999999998,3.94269,33.1426
31.9092,0.0,12.3492,0,217.082,217.69650000000001,3.94316,33.1486
31.9092,0.0,12.3493,0,217.083,217.697,3.94365,33.1555
31.9092,0.0,12.3494,0,217.083,217.6975,3.9441,33.1617
31.9092,0.0,12.3495,0,217.084,217.698,3.94457,33.1684
31.9092,0.0,12.3496,0,217.084,217.69850000000002,3.94501,33.1737
31.929533333333335,0.0,12.3497,0,217.085,217.699,3.94553,33.1811
31.929533333333335,0.0,12.3498,0,217.086,217.6995,3.94596,33.187
31.929533333333335,0.0,12.3499,0,217.086,217.70049999999998,3.94649,33.1932
31.929533333333335,0.0,12.35,0,217.087,217.70049999999998,3.94702,33.201
31.929533333333335,0.0,12.3501,0,217.08749999999998,217.701,3.94734,33.2068
31.929533333333335,0.0,12.3502,0,217.088,217.7015,3.94787,33.2126
31.929533333333335,0.0,12.3503,0,217.0885,217.7025,3.94833,33.2188
31.94986666666667,0.0,12.3504,0,217.089,217.7025,3.94879,33.2254
31.94986666666667,0.0,12.3505,0,217.0895,217.70350000000002,3.94928,33.2318
31.94986666666667,0.0,12.3506,0,217.09050000000002,217.70350000000002,3.94974,33.238
31.94986666666667,0.0,12.3507,0,217.09050000000002,217.7045,3.95024,33.245
31.94986666666667,0.0,12.3508,0,217.0915,217.7045,3.95067,33.2517
31.94986666666667,0.0,12.3508,0,217.0915,217.7055,3.95109,33.2569
31.97023333333333,0.0,12.3509,0,217.0925,217.7055,3.95158,33.2636
31.97023333333333,0.0,12.3509,0,217.0935,217.7065,3.9521,33.27
31.97023333333333,0.0,12.351,0,217.0935,217.7065,3.9526,33.2769
31.97023333333333,0.0,12.3511,0,217.09449999999998,217.70749999999998,3.95304,33.283
31.97023333333333,0.0,12.3512,0,217.095,217.70749999999998,3.95349,33.2895
31.980400000000003,0.0,12.3512,0,217.09550000000002,217.70850000000002,3.9539,33.2949
31.990566666666666,0.0,12.3513,0,217.096,217.70850000000002,3.95441,33.3016
31.990566666666666,0.0,12.3514,0,217.0965,217.709,3.95487,33.3076
31.990566666666666,0.0,12.3515,0,217.09699999999998,217.7095,3.95531,33.3143
31.990566666666666,0.0,12.3515,0,217.0975,217.7095,3.95574,33.3205
31.990566666666666,0.0,12.3516,0,217.098,217.71050000000002,3.95619,33.3261
32.0109,0.0,12.3517,0,217.099,217.71050000000002,3.95679,33.334
32.0109,0.0,12.3518,0,217.099,217.7115,3.9571,33.3393
32.0109,0.0,12.3519,0,217.1,217.7115,3.95758,33.3448
32.0109,0.0,12.352,0,217.1,217.71249999999998,3.95811,33.3517
32.02106666666666,0.0,12.352,0,217.101,217.71249999999998,3.95855,33.3583
32.03126666666667,0.0,12.3521,0,217.1015,217.7135,3.95898,33.3643
32.03126666666667,0.0,12.3522,0,217.102,217.7135,3.95942,33.3707
32.03126666666667,0.0,12.3523,0,217.103,217.714,3.95992,33.3769
32.03126666666667,0.0,12.3524,0,217.103,217.7145,3.96039,33.3832
32.04143333333334,0.0,12.3525,0,217.10399999999998,217.7145,3.96086,33.3896
32.0516,0.0,12.3526,0,217.10399999999998,217.71550000000002,3.96126,33.3951
32.0516,0.0,12.3527,0,217.10500000000002,217.71550000000002,3.96181,33.4026
32.0516,0.0,12.3528,0,217.10500000000002,217.7165,3.96221,33.4084
32.0516,0.0,12.3529,0,217.106,217.7165,3.9627,33.4147
32.071933333333334,0.0,12.353,0,217.10649999999998,217.717,3.96319,33.4217
32.071933333333334,0.0,12.3531,0,217.107,217.7175,3.96363,33.4277
32.071933333333334,0.0,12.3532,0,217.10750000000002,217.7175,3.96407,33.4339
32.071933333333334,0.0,12.3533,0,217.108,217.7185,3.96455,33.44
32.0821,0.0,12.3535,0,217.1085,217.7185,3.96504,33.4467
32.09226666666667,0.0,12.3536,0,217.10899999999998,217.71949999999998,3.96545,33.4536
32.09226666666667,0.0,12.3537,0,217.1095,217.71949999999998,3.96588,33.4588
32.09226666666667,0.0,12.3538,0,217.11,217.72,3.96643,33.4651
32.09226666666667,0.0,12.3539,0,217.1105,217.72050000000002,3.96693,33.4727
32.112633333333335,0.0,12.354,0,217.111,217.72050000000002,3.96737,33.4789
32.112633333333335,0.0,12.3541,0,217.1115,217.7215,3.96779,33.485
32.112633333333335,0.0,12.3542,0,217.112,217.7215,3.96825,33.4909
32.112633333333335,0.0,12.3542,0,217.1125,217.722,3.9687,33.4973
32.122800000000005,0.0,12.3543,0,217.113,217.72250000000003,3.96916,33.5033
32.13296666666667,0.0,12.3544,0,217.114,217.72250000000003,3.96962,33.5094
32.13296666666667,0.0,12.3545,0,217.114,217.723,3.97003,33.5153
32.13296666666667,0.0,12.3546,0,217.115,217.7235,3.97054,33.5223
32.13296666666667,0.0,12.3547,0,217.115,217.7235,3.97097,33.5285
32.1533,0.0,12.3548,0,217.11599999999999,217.72449999999998,3.97141,33.5347
32.1533,0.0,12.3549,0,217.11599999999999,217.72449999999998,3.97187,33.5408
32.1533,0.0,12.355,0,217.11700000000002,217.72449999999998,3.97234,33.5472
32.1533,0.0,12.3551,0,217.11700000000002,217.7255,3.97279,33.5535
32.163466666666665,0.0,12.3552,0,217.118,217.7255,3.97326,33.5601
32.173633333333335,0.0,12.3553,0,217.118,217.726,3.9737,33.5663
32.173633333333335,0.0,12.3554,0,217.11849999999998,217.7265,3.97414,33.5722
32.173633333333335,0.0,12.3555,0,217.119,217.7265,3.97462,33.5788
32.173633333333335,0.0,12.3556,0,217.11950000000002,217.727,3.97507,33.5852
32.193999999999996,0.0,12.3557,0,217.12,217.72750000000002,3.9755,33.591
32.193999999999996,0.0,12.3558,0,217.1205,217.72750000000002,3.97596,33.5972
32.193999999999996,0.0,12.3559,0,217.12099999999998,217.728,3.97646,33.6037
32.193999999999996,0.0,12.356,0,217.1215,217.7285,3.97692,33.6105
32.214333333333336,0.0,12.3561,0,217.122,217.7285,3.97734,33.6166
32.214333333333336,0.0,12.3562,0,217.122,217.729,3.97779,33.6227
32.214333333333336,0.0,12.3563,0,217.123,217.7295,3.97824,33.6289
32.214333333333336,0.0,12.3564,0,217.123,217.7295,3.97869,33.6351
32.2245,0.0,12.3565,0,217.124,217.73,3.97915,33.6415
32.23466666666667,0.0,12.3565,0,217.124,217.7305,3.9796,33.6487
32.23466666666667,0.0,12.3566,0,217.125,217.7305,3.98002,33.6522
32.23466666666667,0.0,12.3567,0,217.125,217.731,3.98062,33.6605
32.24483333333333,0.0,12.3568,0,217.126,217.73149999999998,3.98102,33.6671
32.255,0.0,12.3569,0,217.126,217.73149999999998,3.98175,33.6752
32.255,0.0,12.357,0,217.12650000000002,217.73149999999998,3.98194,33.6815
32.255,0.0,12.3571,0,217.127,217.73250000000002,3.98226,33.6854
32.255,0.0,12.3572,0,217.127,217.73250000000002,3.98277,33.6943
32.27533333333333,0.0,12.3573,0,217.1275,217.73250000000002,3.98308,33.695
32.27533333333333,0.0,12.3574,0,217.128,217.733,3.98379,33.704
32.27533333333333,0.0,12.3575,0,217.12900000000002,217.7335,3.98423,33.7121
32.27533333333333,0.0,12.3575,0,217.12900000000002,217.7335,3.98483,33.7221
32.27533333333333,0.0,12.3576,0,217.1295,217.7335,3.98492,33.7238
32.295700000000004,0.0,12.3577,0,217.13,217.73450000000003,3.98558,33.732
32.295700000000004,0.0,12.3578,0,217.13049999999998,217.73450000000003,3.98586,33.7363
32.295700000000004,0.0,12.3579,0,217.13049999999998,217.73450000000003,3.98639,33.7384
32.295700000000004,0.0,12.3579,0,217.13150000000002,217.735,3.98708,33.7494
32.295700000000004,0.0,12.358,0,217.13150000000002,217.7355,3.98743,33.7554
32.31603333333334,0.0,12.3581,0,217.132,217.7355,3.9878,33.7628
32.31603333333334,0.0,12.3581,0,217.1325,217.7355,3.98819,33.7643
32.31603333333334,0.0,12.3582,0,217.13299999999998,217.736,3.98884,33.7752
32.31603333333334,0.0,12.3582,0,217.1335,217.73649999999998,3.98912,33.7791
32.31603333333334,0.0,12.3583,0,217.1335,217.73649999999998,3.98973,33.7921
32.33636666666666,0.0,12.3584,0,217.1335,217.73649999999998,3.98979,33.7914
32.33636666666666,0.0,12.3585,0,217.1345,217.737,3.99053,33.8026
32.33636666666666,0.0,12.3586,0,217.1345,217.7375,3.99075,33.8034
32.33636666666666,0.0,12.3587,0,217.13549999999998,217.7375,3.99167,33.8146
32.33636666666666,0.0,12.3589,0,217.13549999999998,217.7375,3.99183,33.8202
32.3567,0.0,12.359,0,217.136,217.7375,3.99223,33.8222
32.3567,0.0,12.3591,0,217.1365,217.7385,3.99287,33.832
32.3567,0.0,12.3592,0,217.1365,217.7385,3.99331,33.8412
32.3567,0.0,12.3593,0,217.137,217.7385,3.99351,33.8466
32.3567,0.0,12.3594,0,217.137,217.7385,3.99383,33.8467
32.36686666666667,0.0,12.3595,0,217.138,217.739,3.99463,33.8526
32.37706666666667,0.0,12.3596,0,217.13850000000002,217.73950000000002,3.99558,33.87
32.37706666666667,0.0,12.3597,0,217.138,217.73950000000002,3.99531,33.8711
32.37706666666667,0.0,12.3598,0,217.139,217.73950000000002,3.9957,33.8708
32.37706666666667,0.0,12.3599,0,217.1395,217.73950000000002,3.99659,33.8789
32.387233333333334,0.0,12.36,0,217.14,217.7405,3.99713,33.8927
32.3974,0.0,12.3601,0,217.14,217.7405,3.99714,33.8981
32.3974,0.0,12.3602,0,217.14,217.7405,3.99738,33.8991
32.3974,0.0,12.3603,0,217.14049999999997,217.7405,3.99796,33.9017
32.3974,0.0,12.3604,0,217.1415,217.7405,3.99879,33.9117
32.3974,0.0,12.3605,0,217.142,217.741,3.99938,33.9205
32.41773333333333,0.0,12.3606,0,217.142,217.7415,3.99973,33.9297
32.41773333333333,0.0,12.3607,0,217.142,217.7415,4.00008,33.9368
32.41773333333333,0.0,12.3608,0,217.14249999999998,217.7415,4.00036,33.9425
32.41773333333333,0.0,12.3608,0,217.14249999999998,217.7415,4.00066,33.9454
32.41773333333333,0.0,12.3609,0,217.143,217.742,4.00137,33.9531
32.4381,0.0,12.361,0,217.14350000000002,217.7425,4.0018,33.9611
32.4381,0.0,12.3611,0,217.14350000000002,217.7425,4.00202,33.9659
32.4381,0.0,12.3612,0,217.144,217.7425,4.00256,33.97
32.4381,0.0,12.3613,0,217.1445,217.7425,4.00318,33.9758
32.4381,0.0,12.3614,0,217.145,217.7425,4.00355,33.9837
32.44826666666666,0.0,12.3615,0,217.1445,217.743,4.0038,33.987
32.45843333333333,0.0,12.3615,0,217.14550000000003,217.74349999999998,4.00435,33.9945
32.45843333333333,0.0,12.3616,0,217.14600000000002,217.74349999999998,4.0051,34.0026
32.45843333333333,0.0,12.3617,0,217.1465,217.74349999999998,4.00539,34.0098
32.45843333333333,0.0,12.3618,0,217.1465,217.74349999999998,4.00573,34.0151
32.45843333333333,0.0,12.3619,0,217.1465,217.74349999999998,4.00636,34.0215
32.4686,0.0,12.362,0,217.14749999999998,217.744,4.00675,34.0266
32.478766666666665,0.0,12.3621,0,217.14749999999998,217.74450000000002,4.00713,34.0359
32.478766666666665,0.0,12.3622,0,217.147,217.74450000000002,4.00729,34.0384
32.478766666666665,0.0,12.3623,0,217.148,217.74450000000002,4.00778,34.0414
32.478766666666665,0.0,12.3624,0,217.1485,217.74450000000002,4.00846,34.0513
32.478766666666665,0.0,12.3624,0,217.1485,217.74450000000002,4.00884,34.0592
32.478766666666665,0.0,12.3625,0,217.149,217.74450000000002,4.00916,34.0634
32.4991,0.0,12.3626,0,217.149,217.745,4.00973,34.0698
32.4991,0.0,12.3627,0,217.1495,217.745,4.01027,34.08
32.4991,0.0,12.3628,0,217.15,217.7455,4.01066,34.0845
32.4991,0.0,12.3629,0,217.15,217.7455,4.011,34.0901
32.4991,0.0,12.363,0,217.15,217.7455,4.01156,34.0953
32.4991,0.0,12.3631,0,217.15050000000002,217.7455,4.01194,34.1027
32.4991,0.0,12.3632,0,217.151,217.7455,4.01251,34.1105
32.519466666666666,0.0,12.3632,0,217.151,217.7455,4.01289,34.1163
32.519466666666666,0.0,12.3633,0,217.151,217.7455,4.01321,34.1221
32.519466666666666,0.0,12.3634,0,217.1515,217.746,4.01359,34.1291
32.519466666666666,0.0,12.3635,0,217.1515,217.746,4.01391,34.1328
32.519466666666666,0.0,12.3636,0,217.152,217.74650000000003,4.01472,34.1416
32.519466666666666,0.0,12.3637,0,217.1525,217.74650000000003,4.01497,34.1467
32.519466666666666,0.0,12.3638,0,217.1525,217.74650000000003,4.01539,34.1536
32.52963333333333,0.0,12.3638,0,217.1525,217.74650000000003,4.01578,34.1577
32.5398,0.0,12.3639,0,217.153,217.74650000000003,4.01633,34.162
32.5398,0.0,12.364,0,217.1535,217.74650000000003,4.01693,34.1729
32.5398,0.0,12.3641,0,217.1535,217.74650000000003,4.01733,34.1794
32.5398,0.0,12.3642,0,217.154,217.747,4.01773,34.1846
32.5398,0.0,12.3643,0,217.15449999999998,217.747,4.01826,34.189
32.5398,0.0,12.3644,0,217.15449999999998,217.747,4.01871,34.1968
32.5398,0.0,12.3645,0,217.15449999999998,217.7475,4.01897,34.2046
32.54996666666667,0.0,12.3646,0,217.15449999999998,217.7475,4.01935,34.209
32.56013333333333,0.0,12.3647,0,217.15550000000002,217.7475,4.01995,34.2158
32.56013333333333,0.0,12.3648,0,217.15550000000002,217.7475,4.02024,34.2233
32.56013333333333,0.0,12.3649,0,217.15550000000002,217.7475,4.02078,34.2298
