,rewards
293,-266.2952665504895
294,-266.4506311224434
295,-266.34204500081034
296,-266.2334353960292
297,-266.35002927447005
298,-266.4827795654543
299,-266.6011346807322
300,-266.32694533035226
301,-266.4422476351075
302,-266.1449273743118
303,-266.44771921087454
304,-266.3899506427057
305,-266.53056779156475
306,-266.5301216115754
307,-266.71037833077685
308,-266.4131285194437
309,-266.23439820549606
310,-266.3695907449011
311,-266.654464932073
312,-266.5079769937706
313,-266.2433218054491
314,-266.46418090449527
315,-266.4148427899652
316,-266.32086319249413
317,-266.41427919418265
318,-266.3525654554983
319,-266.4761103486371
320,-266.5675537650901
321,-266.55543645566104
322,-266.249075179116
323,-266.3070550957051
324,-266.24329832230376
325,-266.5118751979633
326,-266.5487907220164
327,-266.3803225480234
328,-266.2053730224645
329,-266.461175060283
330,-266.5296049820971
331,-266.4744900107506
332,-266.23068786655415
333,-266.4532142698007
334,-266.37294883646246
335,-266.45856842977093
336,-266.25926686959593
337,-266.5662621914072
338,-266.4373866214489
339,-266.47470135917075
340,-266.6123831133124
341,-266.5164544137295
342,-266.4592729245139
343,-266.4292614488546
344,-266.4897070970117
345,-266.5029750811574
346,-266.3964319942547
347,-266.470920570778
348,-266.3490194986689
349,-266.4328543719962
350,-266.38825985534294
351,-266.3170824040693
352,-266.48475215071824
353,-266.59329130602805
354,-266.29613542732756
355,-266.5131902547911
356,-266.567389382991
357,-266.4892844001647
358,-266.3647297312399
359,-266.41453750891935
360,-266.5104427253333
361,-266.42381335624367
362,-266.4455587603687
363,-266.4118604289307
364,-266.2007233572159
365,-266.4255511099114
366,-266.2560027106638
367,-266.4549050571612
368,-266.27143114533266
369,-266.4298250446398
370,-266.18811290148545
371,-266.43557841830363
372,-266.5482506093833
373,-266.365199394387
374,-266.40260806475305
375,-266.5223252031857
376,-266.3700838912172
377,-266.36303894387987
378,-266.462302251868
379,-266.39476469005257
380,-266.46521416343165
381,-266.50595744220254
382,-266.5264817221071
383,-266.4532847192653
384,-266.5113350853408
385,-266.6914978719185
386,-266.27530586636294
387,-266.57189814927915
388,-266.47817686653775
389,-266.6126883943675
390,-266.42249829941227
391,-266.4414022414344
392,-266.27187732532104
393,-266.34955961130015
394,-266.20826145086585
395,-266.5603914019639
396,-266.49264249172825
397,-266.5824655702797
398,-266.3393444376737
399,-266.22176426660866
400,-266.40126952475856
401,-266.2500379885739
402,-266.3426085965991
403,-266.2834310389667
404,-266.3725496227862
405,-266.472611358138
406,-266.33903915661847
407,-266.3661152375448
408,-266.311070715687
409,-266.5133311537493
410,-266.6179955880234
411,-266.3867569332417
412,-266.48944878226735
413,-266.57668871346857
414,-266.29949351889013
415,-266.4944506948757
416,-266.2750475516293
417,-266.5917649007689
418,-266.3119395925295
419,-266.4489873013955
420,-266.24210068125126
421,-266.4576995529462
422,-266.59848108390486
423,-266.44602842352117
424,-266.6286569416674
425,-266.46380517396796
426,-266.3771053554008
427,-266.43844336354266
428,-266.5722503966464
429,-266.3471878123679
430,-266.44527696246115
431,-266.3298337587588
432,-266.50729598219306
433,-266.5180277853092
434,-266.4699342781431
435,-266.4111559341984
436,-266.3410352250261
437,-266.3722913080459
438,-266.26309462431016
439,-266.4960475496124
440,-266.57997635557103
441,-266.4778481023212
442,-266.1060392650033
443,-266.43790325091396
444,-266.2534665296199
445,-266.3671015301775
446,-266.4849634991401
447,-266.31539161672265
448,-266.2911804810327
449,-266.32605297035946
450,-266.5597338735442
451,-266.49717474117784
452,-266.54282599993235
453,-266.46939416551663
454,-266.13696658381053
455,-266.4813001265166
456,-266.3413874723925
457,-266.4009877268622
458,-266.27976766635237
459,-266.5121804790091
460,-266.25179922541815
461,-266.65066066051793
462,-266.3886825521931
463,-266.3214972377426
464,-266.50424317167756
465,-266.30966172622334
466,-266.4423885340506
467,-266.6431695331788
468,-266.3863812027197
469,-266.3402367976571
470,-266.3082292535969
471,-266.5445167872915
472,-266.1584301900405
473,-266.4920319296367
474,-266.8068236598258
475,-266.48482260018596
476,-266.42637302044403
477,-266.3635086070324
478,-266.33528185136174
479,-266.4636407918466
480,-266.4036882900243
481,-266.46192652134204
482,-266.3767531080273
483,-266.4768383265365
484,-266.4428112308927
485,-266.38508962904666
486,-266.3826238974777
487,-266.4853627128164
488,-266.0447247400117
489,-266.3723147912042
490,-266.5947237786593
491,-266.5194837410917
492,-266.5441880230817
493,-266.3719155775217
494,-266.68203415932294
495,-266.41552380154224
496,-266.39971963634696
497,-266.57471612822246
498,-266.3082057704369
499,-266.1876432383357
500,-266.34324264185256
501,-266.3151098188263
502,-266.34500387868695
503,-266.3822951332687
504,-266.6353966079442
505,-266.44250594984254
506,-266.35916422283304
507,-266.50344474431523
508,-266.42045526467615
509,-266.2459988854466
510,-266.34958309446563
511,-266.33516443558597
512,-266.43651774459926
513,-266.4229444794096
514,-266.53181239892837
515,-266.55266544304675
516,-266.23249606971405
517,-266.3263112851015
518,-266.42780549306997
519,-266.53035644314946
520,-266.30212363256055
521,-266.339015673458
522,-266.4271949309717
523,-266.26189698326846
524,-266.62107188169364
525,-266.43724572250005
526,-266.52110407897055
527,-266.29709823680946
528,-266.72932923910935
529,-266.3042840830717
530,-266.35611141233574
531,-266.3076186914867
532,-266.6094477185799
533,-266.3050825104433
534,-266.5643130893184
535,-266.329951174553
536,-266.39861592794693
537,-266.63119312270624
538,-266.27342721373975
539,-266.46150382449946
540,-266.49149181699596
541,-266.23240213707334
542,-266.3513208481494
543,-266.4192811067892
544,-266.232754384441
545,-266.5397497062595
546,-266.7059634971103
547,-266.4456761761428
548,-266.5827238850262
549,-266.46603607395537
550,-266.34739916079354
551,-266.4996639559162
552,-266.4739498981272
553,-266.1816315499355
554,-266.51920194320195
555,-266.46631787184504
556,-266.4151950373422
557,-266.6619090930982
558,-266.39664334267974
559,-266.5485089241178
560,-266.4679147265817
561,-266.3486202849957
562,-266.54331914624095
563,-266.394952555322
564,-266.4206196467775
565,-266.3438766871251
566,-266.47801248443193
567,-266.4510773024434
568,-266.3218260019569
569,-266.3623109659924
570,-266.4150306552311
571,-266.4468738172014
572,-266.46744506342293
573,-266.45889719398923
574,-266.44861157087
575,-266.5019653053776
576,-266.3572620870595
577,-266.37938322170066
578,-266.22289145817194
579,-266.27556418110555
580,-266.49071687278933
581,-266.42468223307867
582,-266.27598687793704
583,-266.367923440686
584,-266.4706857391942
585,-266.39464727427395
586,-266.63189761744206
587,-266.3249962282483
588,-266.576524331365
589,-266.4741142802375
590,-266.5859410776328
591,-266.3163779093469
592,-266.26732159272206
593,-266.4096060457846
594,-266.49839586539343
595,-266.389621878498
596,-266.20746302350574
597,-266.6002188375802
598,-266.72611204649866
599,-266.46906540131124
600,-266.3562523112743
601,-266.57140500297015
602,-266.4646740508051
603,-266.5692680356044
604,-266.34096477555875
605,-266.31924285459434
606,-266.6574942594391
607,-266.4135042499741
608,-266.4422476351159
609,-266.5070141843011
610,-266.5588415135465
611,-266.69408101927934
612,-266.3461075871088
613,-266.3931443521745
614,-266.44443156878367
615,-266.4671867486867
616,-266.3817315374755
617,-266.3297398261301
618,-266.38095659327644
619,-266.4533082024375
620,-266.35601747969594
621,-266.26466799589514
622,-266.27824126109726
623,-266.39819323109134
624,-266.1618352479215
625,-266.4937227169927
626,-266.416510094174
627,-266.36862793542366
628,-266.5395853241532
629,-266.570136912443
630,-266.4458405582526
631,-266.340072415554
632,-266.1219843291394
633,-266.31346599777885
634,-266.56365556089736
635,-266.4257624583387
636,-266.51239182743234
637,-266.52241913581435
638,-266.54404712413464
639,-266.4306704383263
640,-266.48097136231206
641,-266.38478434799015
642,-266.43649426145123
643,-266.6985428192567
644,-266.4789048444194
645,-266.4243534688741
646,-266.071378124094
647,-266.47477180865144
648,-266.32692184719747
649,-266.37856131117655
650,-266.31395914409893
651,-266.68297348562874
652,-266.64002279003853
653,-266.5508572398917
654,-266.3087693662229
655,-266.4094416636872
656,-266.42674875097316
657,-266.3239864524726
658,-266.4649323655459
659,-266.4342633614665
660,-266.3524010733956
661,-266.38302311114865
662,-266.1960267256658
663,-266.5035621601138
664,-266.3135364472538
665,-266.61254749542223
666,-266.529041386303
667,-266.3993204226676
668,-266.6083909764937
669,-266.3247379135196
670,-266.260323611695
671,-266.49942912433596
672,-266.5808217492464
673,-266.3326987040143
674,-266.6095181680663
675,-266.35073376920013
676,-266.4455587603491
677,-266.44595797403963
678,-266.2553451822334
679,-266.23334146339386
680,-266.4885799054382
681,-266.4217703215133
682,-266.3340607271641
683,-266.48710046648415
684,-266.60716985228885
685,-266.44285819721154
686,-266.4325021246285
687,-266.449574380343
688,-266.43672909302745
689,-266.5889938881493
690,-266.29181452629814
691,-266.5115699169091
692,-266.50722553272044
693,-266.29425677471005
694,-266.30393183571914
695,-266.6131580575191
696,-266.7012903487136
697,-266.3206988103723
698,-266.1905081835836
699,-266.2584919253776
700,-266.6494160531459
701,-266.38398592061674
702,-266.3822951332727
703,-266.4799850696835
704,-266.56313893141544
705,-266.55459106199595
706,-266.2703978864016
707,-266.3812618743311
708,-266.6104340112201
709,-266.5155855368981
710,-266.3541857934016
711,-266.5992560281098
712,-266.48674821912357
713,-266.32260094616004
714,-266.365809956499
715,-266.4535900003241
716,-266.36148905545934
717,-266.3393679208324
718,-266.200817289846
719,-266.54188667361944
720,-266.5105601411204
721,-266.5840154587029
722,-266.5417927409907
723,-266.2527620348823
724,-266.2079561698232
725,-266.4739264149689
726,-266.55801960302813
727,-266.4320324614712
728,-266.40547301001567
729,-266.57185118296024
730,-266.544446337826
731,-266.5008615969606
732,-266.4795388896879
733,-266.6141208669895
734,-266.26379911904644
735,-266.6054086154477
736,-266.5728844419118
737,-266.6802024730225
738,-266.308604984127
739,-266.4125884068195
740,-266.3132546493573
741,-266.32415083457835
742,-266.61329895646173
743,-266.5411821788863
744,-266.30137217152367
745,-266.4715546160247
746,-266.57520927453584
747,-266.60998783122767
748,-266.63605413637146
749,-266.49355833488823
750,-266.4704039412947
751,-266.44022808354123
752,-266.3482680376227
753,-266.3673598449076
754,-266.45030235823
755,-266.40244368265843
756,-266.6520226836632
757,-266.4032655931786
758,-266.1375771459203
759,-266.5148575590057
760,-266.27002215586185
761,-266.71157597183424
762,-266.5031394632574
763,-266.5748570271579
764,-266.3799937837989
765,-266.61383906908634
766,-266.54839150832856
767,-266.3940836784773
768,-266.3854888427336
769,-266.38680389956005
770,-266.48569147701556
771,-266.4617621392314
772,-266.48841552332976
773,-266.5315540841974
774,-266.5469825188524
775,-266.5608610651168
776,-266.5051590148238
777,-266.26661709797906
778,-266.3849252469422
779,-266.32257746300036
780,-266.2065471803546
781,-266.59770613970085
782,-266.420220433099
783,-266.34444028291114
784,-266.36130119019526
785,-266.4649323655375
786,-266.5302390273549
787,-266.6206022185328
788,-266.3885416532407
789,-266.2638695685204
790,-266.6023558049286
791,-266.48073653073277
792,-266.37055355436166
793,-266.5358984683904
794,-266.45556258557065
795,-266.3366438745231
796,-266.5460431925525
797,-266.4432104445814
798,-266.6208840164287
799,-266.58286478397054
800,-266.38015816590337
801,-266.3872735627241
802,-266.3628275954575
803,-266.3748744553983
804,-266.2926834031331
805,-266.5844616386996
806,-266.26417484957017
807,-266.46739809710687
808,-266.1263991628065
809,-266.2150715666212
810,-266.3343894913752
811,-266.6103635617385
812,-266.33462432295323
813,-266.68607326246047
814,-266.4724939423461
815,-266.6212832301116
816,-266.5439062251902
817,-266.24212416440787
818,-266.3765182764528
819,-266.49308867172783
820,-266.2139208919018
821,-266.5119456474373
822,-266.59709557758174
823,-266.51016092744186
824,-266.4828500149278
825,-266.3539979281376
826,-266.6471381868446
827,-266.3940601953131
828,-266.3625927638808
829,-266.5863637744741
830,-266.5427555504686
831,-266.38342232484223
832,-266.50605137482637
833,-266.21760774766943
834,-266.25712990223144
835,-266.5514912851554
836,-266.33422510926897
837,-266.32548937456045
838,-266.3651289449241
839,-266.5453386978237
840,-266.2832196905415
841,-266.4743021454998
842,-266.5425442020369
843,-266.26936462744925
844,-266.49792620224093
845,-266.518121717937
846,-266.4832257454551
847,-266.3721973754096
848,-266.5025289011628
849,-266.3882598553479
850,-266.44274078143155
851,-266.37933625538636
852,-266.38224816694856
853,-266.589416584991
854,-266.43607156461576
855,-266.39154749743034
856,-266.43186807936445
857,-266.42782897622294
858,-266.631827167968
859,-266.67327494146855
860,-266.44485426562665
861,-266.5361098168097
862,-266.4763216970635
863,-266.5710997219173
864,-266.2613099043161
865,-266.31165779463004
866,-266.64474290475715
867,-266.356181861803
868,-266.4626075329236
869,-266.23247258655977
870,-266.6589736983723
871,-266.23188550761324
872,-266.42071357941916
873,-266.5401489199397
874,-266.39133614901414
875,-266.5051120485138
876,-266.40526166158486
877,-266.3352114018918
878,-266.2572238348677
879,-266.3419745513404
880,-266.35216624181845
881,-266.2599478811739
882,-266.36388433755116
883,-266.3878136753435
884,-266.66651179203075
885,-266.40380570581
886,-266.59606231864893
887,-266.5749509597889
888,-266.43290133831005
889,-266.5034682274695
890,-266.4375040372332
891,-266.30905116411395
892,-266.2633294558899
893,-266.427664594122
894,-266.2671337274463
895,-266.269153279038
896,-266.52150329265885
897,-266.3869917648179
898,-266.51666576215723
899,-266.3155559988285
900,-266.1669780594751
901,-266.4422711182689
902,-266.4165100941655
903,-266.29829587784894
904,-266.2403864107348
905,-266.27046833586314
906,-266.82262782502676
907,-266.5112881190282
908,-266.47094405392914
909,-266.3058809378119
910,-266.3126675704156
911,-266.3583423123186
912,-266.5051590148362
913,-266.18203076361044
914,-266.53606285048556
915,-266.5050415990398
916,-266.4809713623067
917,-266.5362507157484
918,-266.3680408564922
919,-266.3703422059531
920,-266.56163600932973
921,-266.58126792923395
922,-266.5501057788491
923,-266.45377786558504
924,-266.55999218827253
925,-266.4739733812909
926,-266.71890271705365
927,-266.1964729056609
928,-266.51809823478493
929,-266.30921554621534
930,-266.4502084256018
931,-266.2799790147624
932,-266.6521870657708
933,-266.4203848152026
934,-266.398310646886
935,-266.3812853574898
936,-266.6211188480071
937,-266.5614481440514
938,-266.25285596751905
939,-266.2864838494809
940,-266.1794006499472
941,-266.61653963223785
942,-266.4801964181054
943,-266.4591085423992
944,-266.3101079062144
945,-266.4346156088244
946,-266.5331744220808
947,-266.3829056953656
948,-266.6213301964255
949,-266.611843000677
950,-266.28650733263373
951,-266.4263025709776
952,-266.35007624078264
953,-266.3522836576161
954,-266.6095651343838
955,-266.5802346703025
956,-266.4347330246194
957,-266.56428960614903
958,-266.07128419146886
959,-266.3760016469789
960,-266.3012547557318
961,-266.3866864837664
962,-266.6306530100793
963,-266.4819811380977
964,-266.52871262209715
965,-266.5499883630559
966,-266.5080239600863
967,-266.5493543177971
968,-266.49935867486283
969,-266.4276411109646
970,-266.4640869718594
971,-266.2698108074345
972,-266.3548902881335
973,-266.40826750579174
974,-266.5831700650185
975,-266.54179274098453
976,-266.2143670718933
977,-266.5174876726845
978,-266.40155132265943
979,-266.4960475496191
980,-266.6767504488298
981,-266.3377710660895
982,-266.59366703654956
983,-266.4187644773227
984,-266.4304590898994
985,-266.54291993256555
986,-266.4781064170576
987,-266.4071403142201
988,-266.4335353835688
989,-266.73463643277773
990,-266.33307443453543
991,-266.39751221951167
992,-266.3320646587463
993,-266.5538396009347
994,-266.21424965611436
995,-266.43346493410286
996,-266.4485176382319
997,-266.32976330928625
998,-266.30059722731335
999,-266.24329832229125
