Wall time,Step,Value
1676390857.499748,222,-13582.5546875
1676390946.657342,223,-22598.9453125
1676391121.673453,225,-15427.8515625
1676391210.339721,226,-29100.6953125
1676391298.428168,227,-30482.03125
1676391467.935522,229,-13671.431640625
1676391548.050674,230,-22342.751953125
1676391628.145108,231,-14011.267578125
1676391707.00271,232,-15878.046875
1676391785.791117,233,-21569.734375
1676391864.396105,234,-25227.734375
1676391944.238141,235,-22082.720703125
1676392101.457589,237,-15529.6005859375
1676392179.92191,238,-19668.794921875
1676392340.502273,240,-13438.62109375
1676392657.893379,244,-16875.490234375
1676392737.135566,245,-25233.4296875
1676392895.174246,247,-26263.087890625
1676392975.640149,248,-30858.021484375
1676393056.654602,249,-19572.9609375
1676393136.285699,250,-15644.333984375
1676393215.0765,251,-14382.3095703125
1676393293.840763,252,-38812.640625
1676393374.847184,253,-15391.6484375
1676393532.595526,255,-29223.748046875
1676393771.738833,258,-22750.80078125
1676393850.810714,259,-18335.435546875
1676393929.338187,260,-21683.931640625
1676394012.350016,261,-18410.001953125
1676394171.854035,263,-14812.96484375
1676394328.438183,265,-24013.712890625
1676394487.720316,267,-16404.291015625
1676394643.67871,269,-13893.23046875
1676394802.413014,271,-27987.4140625
1676394882.52134,272,-31209.689453125
1676394961.345632,273,-18124.869140625
1676395039.955808,274,-16332.74609375
1676395119.95278,275,-20029.275390625
1676395279.859731,277,-13412.546875
1676395358.353503,278,-13878.45703125
1676395519.431873,280,-12958.69921875
1676395599.862957,281,-16384.63671875
1676395678.444979,282,-33404.05078125
1676395837.482528,284,-13095.0185546875
1676396234.833338,289,-35594.2421875
1676396394.348884,291,-28211.0859375
1676396472.638361,292,-16974.6640625
1676396633.454482,294,-11346.896484375
1676396712.90996,295,-17817.783203125
1676396790.701676,296,-33693.5859375
1676396869.91605,297,-18782.0859375
1676396949.809034,298,-27911.5859375
1676397029.783964,299,-17891.185546875
1676397108.47661,300,-19631.1171875
1676397187.355459,301,-16716.462890625
1676397267.178283,302,-19632.390625
1676397348.032635,303,-16613.01953125
1676397663.965556,307,-12066.2236328125
1676397744.033529,308,-28372.556640625
1676397901.190979,310,-34830.2578125
1676398141.596877,313,-10923.7568359375
1676398220.492825,314,-19523.515625
1676398379.968313,316,-23539.908203125
1676398460.55003,317,-13601.666015625
1676398539.474339,318,-23810.46484375
1676398618.386146,319,-37547.1953125
