,一回路压力平均值,一环路冷热段平均值,堆芯出口温度平均值,主蒸汽压力平均值,辅助给水流量平均值,重要厂用水系统压力,DeltaTsat平均值,安全壳压力平均值,SG1水位平均值,稳压器泄压箱压力,压缩空气系统压力,汽机旁路系统蒸汽阀平均开度
2334,0.662284748,1.186749879,0.898786825,1.425582752,-1.513543699,-1.237983442,-1.118970591,0.139564038,-1.515065226,-1.156132757,-0.645500193,-0.878413187
2335,0.587590756,1.167914562,0.872366128,1.42393322,-1.513543699,-1.011821273,-1.229854141,0.139564038,-1.554473321,-1.156436054,-0.644732066,-0.878413187
2336,0.505762144,1.147027699,0.84490436,1.420581404,-1.513543699,-0.836381506,-1.367001793,0.139564038,-1.58924307,-1.15686067,-0.64396394,-0.878413187
2337,0.417265405,1.124301518,0.817245632,1.415327707,-1.513543699,-0.673863784,-1.520164279,0.139564038,-1.618711421,-1.156663527,-0.643195814,-0.878413187
2338,0.326016349,1.101062451,0.790346604,1.410728406,-1.513543699,-0.53069758,-1.685284432,0.16195978,-1.64381841,-1.156193416,-0.642491699,-0.878413187
2339,0.240153932,1.073631863,0.764995115,1.405771254,-1.513543699,-0.404760767,-1.842645704,0.16195978,-1.667032761,-1.156087262,-0.641723573,-0.878413187
2340,0.162076483,1.046218961,0.738222704,1.400905347,-1.513543699,-0.29437934,-1.973541917,0.16195978,-1.69129774,-1.156572538,-0.640955447,-0.878413187
2341,0.08623272,1.019725717,0.712083378,1.395131271,-0.535478722,-0.189019933,-2.084943808,0.16195978,-1.719930113,-1.156784845,-0.64012331,-0.878413187
2342,0.025832667,0.994629647,0.691036858,1.390956828,-0.349366345,-0.106079339,-2.19430704,0.16195978,-1.748133689,-1.156345065,-0.639355184,-0.878413187
2343,-0.025621669,0.972752382,0.67533638,1.385992548,-0.349366345,-0.033620603,-2.29747257,0.16195978,-1.782666167,-1.155981108,-0.638651068,-0.878413187
2344,-0.067619889,0.95439458,0.663786118,1.379089318,-0.349366345,0.032798833,-2.387845825,0.16195978,-1.813313835,-1.156147922,-0.637882942,-0.878413187
2345,-0.10162459,0.939680042,0.655429412,1.376303505,-0.349366345,0.085530044,-2.466714822,0.16195978,-1.877348345,-1.156618032,-0.637114816,-0.878413187
2346,-0.129263013,0.927441507,0.649056368,1.375217123,-0.349366345,0.134488302,-2.532792662,0.16195978,-1.919793206,-1.156602867,-0.63634669,-0.878413187
2347,-0.150751942,0.915928088,0.643597779,1.372362876,-0.349366345,0.177600413,-2.581701997,0.16195978,-2.038725282,-1.156102427,-0.635642575,-0.878413187
2348,-0.166209372,0.905139785,0.638645656,1.369555677,-0.349366345,0.215587489,-2.61265356,0.16195978,-2.166022165,-1.155874955,-0.634874449,-0.878413187
2349,-0.176914048,0.895465683,0.633918631,1.367467029,-0.349366345,0.249106254,-2.628656638,0.16195978,-2.242346004,-1.156208581,-0.634106322,-0.878413187
2350,-0.183697426,0.887135698,0.629191605,1.365686333,-0.349366345,0.278697542,-2.631341823,0.16195978,-2.301100732,-1.156602867,-0.633338196,-0.878413187
2351,-0.187149484,0.879902229,0.624675607,1.363901359,-0.349366345,0.3048378,-2.623323771,0.16195978,-2.355537329,-1.1563299,-0.632634081,-0.878413187
2352,-0.187934293,0.873906762,0.620680145,1.36218767,-0.349366345,0.327939093,-2.608958561,0.16195978,-2.403388651,-1.155874955,-0.631865955,-0.878413187
2353,-0.1871193,0.869732926,0.617444383,1.360503921,-0.349366345,0.348361975,-2.592495917,0.16195978,-2.441955238,-1.155844625,-0.631097829,-0.878413187
2354,-0.185909158,0.867080065,0.614968322,1.358811617,-0.349366345,0.36642837,-2.578313749,0.16195978,-2.4741326,-1.156284405,-0.630329703,-0.878413187
2355,-0.184364238,0.86518769,0.613139413,1.35712074,0.443044941,0.381507308,-2.565153709,0.16195978,-2.502067236,-1.156511878,-0.629625587,-0.878413187
2356,-0.182937314,0.863684402,0.611732561,1.355435565,0.814811009,0.393083708,-2.554909478,0.16195978,-2.525955195,-1.156072098,-0.628857461,-0.878413187
2357,-0.181620153,0.862340285,0.610522667,1.353686234,0.814811009,0.400964416,-2.545372227,0.16195978,-2.546067932,-1.155708141,-0.628089335,-0.878413187
2358,-0.18029476,0.861049226,0.609340911,1.351859915,0.814811009,0.40711961,-2.536010743,0.16195978,-2.562908139,-1.15585979,-0.627321209,-0.878413187
2359,-0.178994064,0.85970511,0.608088812,1.349958034,0.814811009,0.41142052,-2.526610634,0.16195978,-2.576847808,-1.1563299,-0.626553083,-0.878413187
2360,-0.177756482,0.858307936,0.606724164,1.347996273,0.814811009,0.414086053,-2.51665804,0.16195978,-2.588359472,-1.156314735,-0.625848967,-0.878413187
2361,-0.176516155,0.856875391,0.605246969,1.346005999,0.814811009,0.415347997,-2.506440677,0.16195978,-2.597905607,-1.15582946,-0.625080841,-0.878413187
2362,-0.175319734,0.855460531,0.603699431,1.343988637,0.814811009,0.415360874,-2.496095128,0.16195978,-2.605918529,-1.155601987,-0.624312715,-0.878413187
2363,-0.17414801,0.854045672,0.602151892,1.341998362,0.814811009,0.414279208,-2.48579436,0.16195978,-2.612790339,-1.155935614,-0.623544589,-0.878413187
2364,-0.172990006,0.852683869,0.600632491,1.340038028,0.814811009,0.412206015,-2.475676635,0.16195978,-2.618918164,-1.1563299,-0.622840473,-0.878413187
2365,-0.171829258,0.851375124,0.599169364,1.338143275,0.814811009,0.410171453,-2.465751469,0.16195978,-2.624628753,-1.156072098,-0.622072347,-0.878413187
2366,-0.170575212,0.850137122,0.597804717,1.336336916,0.814811009,0.409501851,-2.455848693,0.16195978,-2.630243831,-1.155601987,-0.621304221,-0.878413187
2367,-0.169255307,0.848952178,0.596524481,1.334782905,0.814811009,0.409257188,-2.446039957,0.16195978,-2.636029825,-1.155556493,-0.620536095,-0.878413187
2368,-0.167946378,0.84769649,0.595173902,1.333435621,0.814811009,0.409128418,-2.435684892,0.16195978,-2.642268242,-1.156011438,-0.61983198,-0.878413187
2369,-0.166601777,0.846617659,0.594020283,1.332084059,0.814811009,0.409064033,-2.426218732,0.16195978,-2.649290859,-1.156238911,-0.619063854,-0.878413187
2370,-0.165235222,0.845574201,0.592880732,1.330869365,0.814811009,0.408999648,-2.417015101,0.16195978,-2.656851358,-1.15579913,-0.618295728,-0.878413187
2371,-0.16380281,0.844566113,0.591797455,1.329808645,0.814811009,0.408948141,-2.407848414,0.16195978,-2.664803957,-1.155435174,-0.617527601,-0.878413187
2372,-0.162491137,0.843611083,0.590728247,1.329121459,0.814811009,0.408896633,-2.398835662,0.16195978,-2.673329626,-1.155586822,-0.616823486,-0.878413187
2373,-0.161141048,0.84270911,0.589715313,1.334760094,0.814811009,0.408858002,-2.389993638,0.16195978,-2.683117054,-1.156056933,-0.61605536,-0.878413187
2374,-0.159661986,0.841860194,0.588758653,1.340492825,0.814811009,0.408858002,-2.380657902,0.16195978,-2.697916328,-1.156056933,-0.615287234,-0.878413187
2375,-0.157949677,0.841152765,0.58783013,1.341175735,0.814811009,0.408858002,-2.370678439,0.16195978,-2.697916328,-1.155556493,-0.614519108,-0.878413187
2376,-0.155968447,0.840569135,0.586929744,1.342082479,0.814811009,0.408858002,-2.359950572,0.16195978,-2.697916328,-1.155313855,-0.613750982,-0.878413187
2377,-0.153806109,0.840286163,0.586071564,1.343039122,0.814811009,0.408858002,-2.351621291,0.16195978,-2.697916328,-1.155647482,-0.613046866,-0.878413187
2378,-0.15212124,0.840268478,0.58534,1.344041387,0.814811009,0.408858002,-2.340446733,0.16195978,-2.697916328,-1.156041768,-0.61227874,-0.878413187
2379,-0.150216845,0.840622192,0.584819465,1.34507787,0.814811009,0.408858002,-2.326941879,0.16195978,-2.697916328,-1.15579913,-0.611510614,-0.878413187
2380,-0.147961208,0.841205822,0.584566231,1.346480756,0.814811009,0.408858002,-2.316521321,0.16195978,-2.697916328,-1.15532902,-0.610742488,-0.878413187
2381,-0.14558483,0.841966309,0.584566231,1.348127438,0.814811009,0.408858002,-2.309552826,0.16195978,-2.697916328,-1.155268361,-0.610038372,-0.878413187
2382,-0.14306576,0.842762167,0.584763191,1.34978695,0.814811009,0.408858002,-2.30405091,0.16195978,-2.697916328,-1.155723306,-0.609270246,-0.878413187
2383,-0.140066475,0.843469597,0.58505863,1.351406543,0.814811009,0.408858002,-2.301025389,0.16195978,-2.697916328,-1.155950779,-0.60850212,-0.878413187
2384,-0.13667753,0.844088598,0.585452548,1.352960553,0.814811009,0.408858002,-2.295253668,0.16195978,-2.697916328,-1.155526163,-0.607733994,-0.878413187
2385,-0.134117299,0.844477685,0.585846467,1.354429022,0.814811009,0.408858002,-2.286643945,0.16195978,-2.697916328,-1.155162207,-0.607029878,-0.878413187
2386,-0.136128713,0.844530742,0.585987153,1.355820503,0.814811009,0.408858002,-2.288640622,0.16195978,-2.697916328,-1.15529869,-0.606261752,-0.878413187
2387,-0.14177604,0.844300827,0.585874604,1.357137848,0.814811009,0.408858002,-2.309510284,0.16195978,-2.697916328,-1.155768801,-0.605493626,-0.878413187
2388,-0.14158121,0.844336199,0.585762056,1.358395314,0.814811009,0.408858002,-2.316273906,0.16195978,-2.697916328,-1.155783965,-0.6047255,-0.878413187
2389,-0.136161642,0.844672228,0.58581833,1.359621414,0.814811009,0.408858002,-2.297169738,0.16195978,-2.697916328,-1.155283526,-0.604021385,-0.878413187
2390,-0.135003639,0.844831399,0.585874604,1.360831831,0.814811009,0.408858002,-2.28455099,0.16195978,-2.697916328,-1.155040888,-0.603253259,-0.878413187
2391,-0.134838994,0.845043628,0.585902741,1.3620451,0.814811009,0.408858002,-2.280554278,0.16195978,-2.697916328,-1.15535935,-0.602485133,-0.878413187
2392,-0.133398349,0.845397343,0.585959016,1.363265498,0.814811009,0.408858002,-2.277560663,0.16195978,-2.697916328,-1.155768801,-0.601717006,-0.878413187
2393,-0.131192105,0.845857173,0.586071564,1.364495875,0.814811009,0.408858002,-2.271730726,0.16195978,-2.697916328,-1.155526163,-0.601012891,-0.878413187
2394,-0.129350824,0.846405431,0.586184112,1.365723401,0.814811009,0.408858002,-2.265046591,0.16195978,-2.697916328,-1.155056053,-0.600244765,-0.878413187
2395,-0.127838833,0.846900631,0.58629666,1.366953778,0.814811009,0.408858002,-2.259492617,0.16195978,-2.697916328,-1.154934734,-0.599476639,-0.878413187
2396,-0.126230799,0.847378146,0.586381071,1.368171324,0.814811009,0.408858002,-2.254389813,0.16195978,-2.697916328,-1.155222866,-0.598708513,-0.878413187
2397,-0.124510258,0.847855662,0.586465483,1.369380316,0.814811009,0.408858002,-2.248938836,0.16195978,-2.697916328,-1.155177372,-0.597940387,-0.878413187
2398,-0.122822646,0.848315491,0.586507688,1.370585031,0.814811009,0.408858002,-2.243173273,0.16195978,-2.697916328,-1.154343305,-0.597236271,-0.878413187
2399,-0.121165218,0.848757634,0.586521757,1.371779765,0.814811009,0.408858002,-2.237426741,0.16195978,-2.697916328,-1.153418249,-0.596468145,-0.878413187
2400,-0.119441933,0.849199778,0.586507688,1.372967372,0.814811009,0.408858002,-2.231398648,0.16195978,-2.697916328,-1.152872315,-0.595700019,-0.878413187
2401,-0.117622605,0.849588864,0.58649362,1.374146424,0.814811009,0.408858002,-2.224883001,0.16195978,-2.697916328,-1.152523523,-0.594995903,-0.878413187
2402,-0.115693513,0.849960265,0.586451414,1.375318348,0.814811009,0.408858002,-2.217958166,0.16195978,-2.697916328,-1.151598468,-0.594227777,-0.878413187
2403,-0.113640937,0.85031398,0.586423277,1.376481717,0.814811009,0.408858002,-2.210579924,0.16195978,-2.697916328,-1.150066818,-0.593459651,-0.878413187
2404,-0.111484087,0.850650009,0.586367003,1.377633681,0.814811009,0.408858002,-2.20287366,0.16195978,-2.697916328,-1.148747476,-0.592691525,-0.878413187
2405,-0.109280587,0.850986038,0.586324797,1.378774239,0.814811009,0.408858002,-2.195047047,0.16195978,-2.697916328,-1.147989234,-0.591923399,-0.878413187
2406,-0.107057878,0.851286696,0.586268523,1.379909095,0.814811009,0.408858002,-2.187172854,0.16195978,-2.697916328,-1.147321981,-0.591219284,-0.878413187
2407,-0.104851633,0.851551982,0.586198181,1.38102399,0.814811009,0.408858002,-2.17932385,0.16195978,-2.697916328,-1.146078463,-0.590451157,-0.878413187
2408,-0.102681062,0.851781897,0.586127838,1.382124629,0.814811009,0.408858002,-2.171573365,0.16195978,-2.697916328,-1.144668132,-0.589683031,-0.878413187
2409,-0.100535188,0.852011811,0.586029358,1.383201031,0.814811009,0.408858002,-2.163843591,0.16195978,-2.697916328,-1.143727912,-0.588914905,-0.878413187
2410,-0.098424987,0.852188669,0.58591681,1.384253196,0.814811009,0.408858002,-2.156185467,0.16195978,-2.697916328,-1.143363956,-0.58821079,-0.878413187
2411,-0.096380643,0.852312469,0.585804262,1.385285401,0.814811009,0.408858002,-2.14872214,0.16195978,-2.697916328,-1.142924175,-0.587442664,-0.878413187
2412,-0.094374717,0.852418583,0.585663576,1.386286241,0.814811009,0.408858002,-2.14131367,0.16195978,-2.697916328,-1.141877801,-0.586674538,-0.878413187
2413,-0.092415441,0.852471641,0.585494754,1.387255716,0.814811009,0.408858002,-2.134020512,0.16195978,-2.697916328,-1.140922415,-0.585906412,-0.878413187
2414,-0.090502813,0.852489326,0.585325932,1.388196676,0.814811009,0.408858002,-2.126811878,0.16195978,-2.697916328,-1.140512964,-0.585202296,-0.878413187
2415,-0.088628603,0.852489326,0.585128972,1.38910342,0.814811009,0.408858002,-2.119690007,0.16195978,-2.697916328,-1.140452305,-0.58443417,-0.878413187
2416,-0.086787322,0.852471641,0.584932013,1.389987353,0.814811009,0.408858002,-2.112636427,0.16195978,-2.697916328,-1.1399367,-0.583666044,-0.878413187
2417,-0.084981715,0.852400898,0.584735053,1.390837069,0.814811009,0.408858002,-2.105651698,0.16195978,-2.697916328,-1.138890326,-0.582897918,-0.878413187
2418,-0.083236477,0.852312469,0.584509957,1.391649717,0.814811009,0.408858002,-2.098828741,0.16195978,-2.697916328,-1.138025929,-0.582193802,-0.878413187
2419,-0.081524168,0.852153297,0.584256724,1.392425296,0.814811009,0.408858002,-2.09203825,0.16195978,-2.697916328,-1.137677138,-0.581425676,-0.878413187
2420,-0.079855764,0.851958754,0.58400349,1.393160956,0.814811009,0.408858002,-2.085330045,0.16195978,-2.697916328,-1.137298017,-0.58065755,-0.878413187
2421,-0.0780529,0.851746525,0.583722119,1.393918002,0.814811009,0.408858002,-2.078652626,0.16195978,-2.697916328,-1.136221313,-0.579825413,-0.878413187
2422,-0.076480539,0.851481239,0.583412612,1.394563843,0.814811009,0.408858002,-2.072115148,0.16195978,-2.697916328,-1.134917136,-0.579057287,-0.878413187
2423,-0.074938364,0.851162896,0.583103104,1.395156934,0.814811009,0.408858002,-2.06560286,0.16195978,-2.697916328,-1.134007245,-0.578289161,-0.878413187
2424,-0.073429117,0.850826866,0.582751391,1.395705827,0.814811009,0.408858002,-2.059123597,0.16195978,-2.697916328,-1.133552299,-0.577585046,-0.878413187
2425,-0.071972008,0.85043778,0.582399678,1.396209099,0.814811009,0.408858002,-2.052736136,0.16195978,-2.697916328,-1.132794057,-0.57681692,-0.878413187
2426,-0.070558804,0.850031008,0.582005759,1.396659619,0.814811009,0.408858002,-2.046433199,0.16195978,-2.697916328,-1.131429221,-0.576048794,-0.878413187
2427,-0.069186762,0.849571179,0.58161184,1.397067369,0.814811009,0.408858002,-2.040168886,0.16195978,-2.697916328,-1.130170538,-0.575344678,-0.878413187
2428,-0.067205532,0.848846063,0.580964688,1.39758062,0.814811009,0.408858002,-2.030911517,0.16195978,-2.697916328,-1.129321307,-0.574192489,-0.878413187
2429,-0.065956974,0.848315491,0.580514495,1.39785578,0.814811009,0.408858002,-2.024925967,0.16195978,-2.697916328,-1.128820867,-0.573424363,-0.878413187
2430,-0.064735856,0.847784919,0.580036165,1.398085317,0.814811009,0.408858002,-2.018901232,0.16195978,-2.697916328,-1.127698668,-0.572656237,-0.878413187
2431,-0.063564132,0.847218975,0.579543766,1.398262103,0.814811009,0.408858002,-2.012983412,0.16195978,-2.697916328,-1.126561305,-0.571952121,-0.878413187
2432,-0.06241436,0.846653031,0.579051368,1.398388991,0.814811009,0.408858002,-2.007112053,0.184355522,-2.697916328,-1.125985041,-0.571183995,-0.878413187
2433,-0.06130575,0.846016344,0.578474558,1.398465978,0.814811009,0.408858002,-2.000740265,0.184355522,-2.697916328,-1.125803062,-0.570415869,-0.878413187
2434,-0.060249277,0.845397343,0.577939954,1.398501621,0.814811009,0.409064033,-1.99507266,0.184355522,-2.697916328,-1.125272293,-0.569647743,-0.878413187
2435,-0.059242198,0.844796028,0.577391281,1.398495918,0.814811009,0.411394766,-1.989531002,0.184355522,-2.697916328,-1.124180424,-0.568879617,-0.878413187
2436,-0.058287256,0.844159341,0.57682854,1.398441741,0.814811009,0.415141965,-1.984109132,0.184355522,-2.697916328,-1.123225038,-0.568175501,-0.878413187
2437,-0.057392685,0.84354034,0.576251731,1.398350497,0.814811009,0.419970831,-1.978838959,0.184355522,-2.697916328,-1.122830752,-0.567407375,-0.878413187
2438,-0.056561227,0.842885968,0.575660852,1.398216481,0.814811009,0.424941343,-1.973753508,0.184355522,-2.697916328,-1.122588115,-0.566639249,-0.878413187
2439,-0.055806604,0.842231595,0.575055906,1.398039695,0.814811009,0.430697351,-1.968853898,0.184355522,-2.697916328,-1.121708554,-0.565871123,-0.878413187
2440,-0.055126071,0.841559537,0.57443689,1.397822989,0.814811009,0.436929807,-1.96416252,0.184355522,-2.697916328,-1.120449871,-0.565167008,-0.878413187
2441,-0.054530604,0.840852107,0.573803806,1.397566363,0.814811009,0.443561449,-1.959699526,0.184355522,-2.697916328,-1.119509651,-0.564398882,-0.878413187
2442,-0.054028437,0.840233106,0.573212928,1.397271243,0.814811009,0.450566523,-1.955909927,0.184355522,-2.697916328,-1.1191002,-0.563630755,-0.878413187
2443,-0.053625056,0.839525676,0.572551707,1.396936204,0.814811009,0.458254077,-1.951993262,0.184355522,-2.697916328,-1.118554265,-0.562862629,-0.878413187
2444,-0.053325951,0.838800561,0.571876418,1.396568374,0.814811009,0.465284905,-1.948366554,0.206751264,-2.697916328,-1.117295583,-0.562158514,-0.878413187
2445,-0.053131121,0.838075445,0.57118706,1.396169179,0.814811009,0.470718988,-1.945042679,0.184355522,-2.697916328,-1.115976241,-0.561390388,-0.878413187
2446,-0.053037822,0.837314958,0.570497702,1.39574147,0.814811009,0.475110037,-1.94201044,0.184355522,-2.697916328,-1.115202834,-0.560622262,-0.878413187
2447,-0.053032334,0.836536786,0.569780207,1.395285246,0.814811009,0.47845805,-1.939229535,0.184355522,-2.697916328,-1.114854043,-0.559854136,-0.878413187
2448,-0.045058023,0.820053673,0.555106731,1.380276925,0.814811009,0.501585097,-1.85321124,0.184355522,-2.627423725,-1.099628536,-0.545067709,-0.878413187
2449,-0.044459812,0.819222443,0.554361099,1.379257551,0.814811009,0.501842636,-1.848187362,0.184355522,-2.623266456,-1.098339524,-0.544299583,-0.878413187
2450,-0.04386709,0.818373527,0.553601399,1.378216791,0.814811009,0.502100176,-1.84317524,0.184355522,-2.619099133,-1.09726282,-0.543531457,-0.878413187
2451,-0.0432826,0.817506926,0.552841698,1.377163201,0.814811009,0.502344838,-1.838173193,0.184355522,-2.614926783,-1.096747215,-0.542763331,-0.878413187
2452,-0.042703598,0.81665801,0.552067929,1.376078244,0.814811009,0.50255087,-1.833190739,0.184355522,-2.610739353,-1.096459083,-0.542059215,-0.878413187
2453,-0.042130084,0.815773723,0.55129416,1.374964774,0.814811009,0.502744024,-1.82821612,0.184355522,-2.60657203,-1.095579522,-0.541291089,-0.878413187
2454,-0.041567547,0.814907121,0.55053446,1.373837047,0.814811009,0.502937179,-1.823249899,0.184355522,-2.602429842,-1.094366334,-0.540522963,-0.878413187
2455,-0.041013242,0.81404052,0.549746622,1.372689361,0.814811009,0.50310458,-1.818289275,0.184355522,-2.598262519,-1.093517103,-0.539754837,-0.878413187
2456,-0.040461681,0.813173918,0.548972853,1.37152314,0.814811009,0.503220472,-1.813345444,0.184355522,-2.594115304,-1.093213806,-0.539050721,-0.878413187
2457,-0.039918352,0.812271946,0.548199084,1.370348365,0.814811009,0.503336365,-1.80840665,0.184355522,-2.589958035,-1.092804355,-0.538282595,-0.878413187
2458,-0.039385999,0.811387658,0.547411246,1.369155056,0.814811009,0.503465135,-1.803482411,0.184355522,-2.585790712,-1.091712486,-0.537514469,-0.878413187
2459,-0.038856391,0.810503371,0.546623409,1.367953192,0.814811009,0.503568151,-1.798565448,0.184355522,-2.581618362,-1.090575122,-0.536746343,-0.878413187
2460,-0.038335015,0.809583713,0.545807434,1.366737072,0.814811009,0.503645412,-1.793656323,0.184355522,-2.577425905,-1.089892704,-0.536042227,-0.878413187
2461,-0.037819127,0.80868174,0.545019596,1.365496715,0.814811009,0.503709797,-1.788750555,0.184355522,-2.573208313,-1.089604572,-0.535274101,-0.878413187
2462,-0.037314215,0.807779767,0.544231759,1.364256358,0.814811009,0.503787059,-1.783853744,0.184355522,-2.56897564,-1.088922154,-0.534505975,-0.878413187
2463,-0.036812048,0.806877794,0.543415784,1.363004595,0.814811009,0.503851444,-1.778959732,0.184355522,-2.564732913,-1.087648307,-0.533737849,-0.878413187
2464,-0.036320857,0.805940449,0.542599809,1.361744278,0.814811009,0.503902952,-1.774072437,0.184355522,-2.560480133,-1.086526108,-0.532969723,-0.878413187
2465,-0.035832409,0.805020791,0.541783835,1.360501069,0.814811009,0.503967337,-1.769193539,0.184355522,-2.556217298,-1.085949844,-0.532201597,-0.878413187
2466,-0.035352195,0.804065761,0.54096786,1.359257861,0.814811009,0.504018845,-1.764306244,0.184355522,-2.551949437,-1.085555558,-0.531497482,-0.878413187
2467,-0.034880212,0.803128416,0.540123748,1.357994693,0.814811009,0.504044599,-1.75944022,0.184355522,-2.547681575,-1.084569843,-0.530729355,-0.878413187
2468,-0.034408229,0.802173386,0.539307773,1.356725821,0.814811009,0.504070353,-1.754563,0.184355522,-2.543413714,-1.083280831,-0.529961229,-0.878413187
2469,-0.033947223,0.80120067,0.538463662,1.355442693,0.814811009,0.504096107,-1.749695857,0.184355522,-2.539140826,-1.082355775,-0.529257114,-0.878413187
2470,-0.033494449,0.80024564,0.53761955,1.354153862,0.814811009,0.504121861,-1.744835431,0.184355522,-2.534872964,-1.081976654,-0.528488988,-0.878413187
2471,-0.032822148,0.798795409,0.536381519,1.352226319,0.814811009,0.504147614,-1.737553467,0.184355522,-2.528473686,-1.081021268,-0.527336799,-0.878413187
2472,-0.032383095,0.797822693,0.535509271,1.350926082,0.814811009,0.504147614,-1.732703676,0.184355522,-2.524225932,-1.079792916,-0.526568673,-0.878413187
2473,-0.031949529,0.796814606,0.534665159,1.349605886,0.814811009,0.504147614,-1.727857244,0.184355522,-2.519983205,-1.07883753,-0.525864557,-0.878413187
2474,-0.031521452,0.795824204,0.533821047,1.348279987,0.814811009,0.504147614,-1.723013051,0.184355522,-2.515740479,-1.078458409,-0.525096431,-0.878413187
2475,-0.031098863,0.794833802,0.532948798,1.346942683,0.814811009,0.504147614,-1.718171097,0.184355522,-2.51151786,-1.078139947,-0.524328305,-0.878413187
2476,-0.030681762,0.793825715,0.53207655,1.345605378,0.814811009,0.504147614,-1.713325224,0.184355522,-2.507285187,-1.077154232,-0.523560179,-0.878413187
2477,-0.030270149,0.792817628,0.531204301,1.34427235,0.814811009,0.504147614,-1.708487748,0.184355522,-2.503082675,-1.075971374,-0.522856063,-0.878413187
2478,-0.029864025,0.79180954,0.530332052,1.342926492,0.814811009,0.504147614,-1.703644115,0.184355522,-2.498855029,-1.075197967,-0.522087937,-0.878413187
2479,-0.029463388,0.790783767,0.529459803,1.34156495,0.814811009,0.504147614,-1.698806639,0.184355522,-2.494607276,-1.07489467,-0.521319811,-0.878413187
2480,-0.02906824,0.78977568,0.528587554,1.340194855,0.814811009,0.504147614,-1.693972521,0.184355522,-2.490470114,-1.074348736,-0.520551685,-0.878413187
2481,-0.028675836,0.788749907,0.527687169,1.338804799,0.814811009,0.504147614,-1.689145121,0.184355522,-2.486513923,-1.073135548,-0.519847569,-0.878413187
2482,-0.028291664,0.787724134,0.52681492,1.337411892,0.814811009,0.504147614,-1.684317161,0.184355522,-2.4823466,-1.071983019,-0.519079443,-0.878413187
2483,-0.027910236,0.786786789,0.525998945,1.336004728,0.814811009,0.504147614,-1.679973396,0.184355522,-2.478088792,-1.071346096,-0.518311317,-0.878413187
2484,-0.027537041,0.78574333,0.525098559,1.334580456,0.814811009,0.504147614,-1.675148795,0.184355522,-2.473815904,-1.071042799,-0.517543191,-0.878413187
2485,-0.027166589,0.784593757,0.524198173,1.33313765,0.814811009,0.504147614,-1.67033147,0.184355522,-2.469527935,-1.070254227,-0.516775065,-0.878413187
2486,-0.026798882,0.783550298,0.523213376,1.331683438,0.814811009,0.504147614,-1.665036107,0.184355522,-2.465224885,-1.06898038,-0.51607095,-0.878413187
2487,-0.026422942,0.782506839,0.52231299,1.330213544,0.814811009,0.504147614,-1.660138177,0.184355522,-2.460891674,-1.06794917,-0.515302824,-0.878413187
2488,-0.026033282,0.781428009,0.521398536,1.328736521,0.814811009,0.504147614,-1.655218416,0.184355522,-2.456548408,-1.06750939,-0.514534697,-0.878413187
2489,-0.02563539,0.780366864,0.520484082,1.327240964,0.814811009,0.504147614,-1.650251074,0.184355522,-2.452200116,-1.067130268,-0.513830582,-0.878413187
2490,-0.025232009,0.779288034,0.519583696,1.325735427,0.814811009,0.504147614,-1.645245669,0.184355522,-2.44784177,-1.066099059,-0.513062456,-0.878413187
2491,-0.024812164,0.778209204,0.518655173,1.324215633,0.814811009,0.504147614,-1.640166935,0.184355522,-2.443478397,-1.064855541,-0.51229433,-0.878413187
2492,-0.024370367,0.777130373,0.51772665,1.322681582,0.814811009,0.504147614,-1.63497177,0.184355522,-2.439109997,-1.064021475,-0.511526204,-0.878413187
2493,-0.023879176,0.776051543,0.516812196,1.321140402,0.814811009,0.504147614,-1.629598041,0.184355522,-2.434741597,-1.063748507,-0.510758078,-0.878413187
2494,-0.023319382,0.774955027,0.515883673,1.31958354,0.814811009,0.504147614,-1.623955625,0.184355522,-2.430363143,-1.063263232,-0.509989952,-0.878413187
2495,-0.022669034,0.773858511,0.514969218,1.318010996,0.814811009,0.504147614,-1.61795496,0.184355522,-2.425979663,-1.062110704,-0.509285836,-0.878413187
2496,-0.021930875,0.77277968,0.514040695,1.316437025,0.814811009,0.504147614,-1.611842343,0.184355522,-2.421596182,-1.06100367,-0.50851771,-0.878413187
2497,-0.021214669,0.771665478,0.513112173,1.314845946,0.814811009,0.504147614,-1.605735323,0.184355522,-2.417202647,-1.060427406,-0.507749584,-0.878413187
2498,-0.020517671,0.770551277,0.51218365,1.313254867,0.814811009,0.504147614,-1.599734659,0.184355522,-2.412799059,-1.060154439,-0.506981458,-0.878413187
2499,-0.019842627,0.769454761,0.511241058,1.311663789,0.814811009,0.504147614,-1.593756385,0.184355522,-2.408355255,-1.059381031,-0.506277342,-0.878413187
2500,-0.019200511,0.768340559,0.510298467,1.31007271,0.814811009,0.504147614,-1.587856477,0.184355522,-2.403921505,-1.058092019,-0.505509216,-0.878413187
2501,-0.018580348,0.767208671,0.509341807,1.308481631,0.814811009,0.504147614,-1.582023742,0.184355522,-2.399507863,-1.05706081,-0.50474109,-0.878413187
2502,-0.017984881,0.766076784,0.508385147,1.306876295,0.814811009,0.504147614,-1.576246983,0.184355522,-2.395094221,-1.056605864,-0.504036974,-0.878413187
2503,-0.017416856,0.764909524,0.507428487,1.305270959,0.814811009,0.504147614,-1.570554188,0.184355522,-2.390650417,-1.056241908,-0.503268848,-0.878413187
