,一回路压力平均值,一环路冷热段平均值,堆芯出口温度平均值,主蒸汽压力平均值,辅助给水流量平均值,重要厂用水系统压力,DeltaTsat平均值,安全壳压力平均值,SG1水位平均值,稳压器泄压箱压力,压缩空气系统压力,汽机旁路系统蒸汽阀平均开度
9080,-1.052386902,-1.218900325,-1.096721459,-1.229326178,0.628512363,0.504147614,0.55609366,0.67706184,0.921471412,1.164407337,1.057307286,0.602873754
9081,-1.052809491,-1.219395526,-1.09710131,-1.229705413,0.628577557,0.504147614,0.555438736,0.67706184,0.921471412,1.164528656,1.058075412,0.602873754
9082,-1.05323208,-1.219873041,-1.09748116,-1.230094629,0.628642751,0.504147614,0.55476702,0.67706184,0.921471412,1.16507459,1.058843538,0.602873754
9083,-1.053651925,-1.220368241,-1.09786101,-1.230462459,0.628707945,0.504147614,0.554117695,0.67706184,0.921471412,1.166318108,1.059611664,0.602873754
9084,-1.05407177,-1.220845757,-1.098212724,-1.230840269,0.628773139,0.504147614,0.55332283,0.67706184,0.921471412,1.167364482,1.06037979,0.602873754
9085,-1.054491615,-1.221323272,-1.098592574,-1.231229485,0.628838333,0.504147614,0.552639919,0.67706184,0.921471412,1.167773933,1.061083905,0.602873754
9086,-1.054908716,-1.221818472,-1.099000561,-1.231607294,0.628903527,0.504147614,0.552136132,0.67706184,0.921471412,1.167910417,1.061852032,0.602873754
9087,-1.055325817,-1.222313673,-1.09939448,-1.231977976,0.628968721,0.504147614,0.551486806,0.67706184,0.921471412,1.168744483,1.062620158,0.602873754
9088,-1.055742918,-1.222773503,-1.09977433,-1.232365766,0.629033915,0.504147614,0.550848676,0.67706184,0.921471412,1.170003165,1.063388284,0.602873754
9089,-1.056160019,-1.223268703,-1.100154181,-1.232743576,0.629099109,0.504147614,0.550188155,0.67706184,0.921471412,1.170882727,1.06415641,0.602873754
9090,-1.05657712,-1.223746218,-1.100519962,-1.233124237,0.629164303,0.504147614,0.549544427,0.67706184,0.921471412,1.171110199,1.064924536,0.602873754
9091,-1.056991477,-1.224241419,-1.100913881,-1.233483513,0.629229497,0.504147614,0.548889504,0.67706184,0.921471412,1.171383167,1.065628651,0.602873754
9092,-1.057405833,-1.224718934,-1.101279663,-1.233858471,0.629294691,0.504147614,0.548251373,0.67706184,0.921471412,1.172459871,1.066396777,0.602873754
9093,-1.05782019,-1.225196449,-1.101673582,-1.234234856,0.629359884,0.504147614,0.547613243,0.67706184,0.921471412,1.173657894,1.067164904,0.602873754
9094,-1.058234547,-1.22569165,-1.102039363,-1.234614091,0.629425078,0.504147614,0.546975112,0.67706184,0.921471412,1.174325147,1.06793303,0.602873754
9095,-1.059430968,-1.227141881,-1.103192983,-1.23571473,0.629613675,0.504147614,0.545094307,0.67706184,0.921471412,1.176038775,1.070173397,0.602873754
9096,-1.059839837,-1.227601711,-1.103558765,-1.236093966,0.629678869,0.504147614,0.544444981,0.67706184,0.921471412,1.177160973,1.070877513,0.602873754
9097,-1.06025145,-1.228096911,-1.103938615,-1.236493161,0.629744063,0.504147614,0.543818046,0.67706184,0.921471412,1.177676578,1.071645639,0.602873754
9098,-1.060660318,-1.228556741,-1.104318465,-1.236875248,0.629809257,0.504147614,0.543191111,0.67706184,0.921471412,1.177797897,1.072413765,0.602873754
9099,-1.061071931,-1.229051942,-1.104698315,-1.237251632,0.629874451,0.504147614,0.542564176,0.67706184,0.921471412,1.178480315,1.073117881,0.602873754
9100,-1.0614808,-1.229529457,-1.105078166,-1.237628017,0.629939645,0.504147614,0.541959632,0.67706184,0.921471412,1.179738997,1.073886007,0.602873754
9101,-1.061889668,-1.230006972,-1.105458016,-1.238004401,0.630004839,0.504147614,0.541332696,0.67706184,0.921471412,1.180724712,1.074654133,0.602873754
9102,-1.062295793,-1.230484487,-1.105837866,-1.238382211,0.630067704,0.504147614,0.540705761,0.67706184,0.921471412,1.181028009,1.075422259,0.602873754
9103,-1.062704661,-1.230979688,-1.106217717,-1.238760021,0.630132898,0.504147614,0.540090022,0.67706184,0.921471412,1.181225152,1.076126374,0.602873754
9104,-1.063110786,-1.231439517,-1.106597567,-1.239139256,0.630198092,0.504147614,0.539496672,0.67706184,0.921471412,1.182180538,1.0768945,0.602873754
9105,-1.063516911,-1.231934718,-1.106977417,-1.239515641,0.630263286,0.504147614,0.538880932,0.67706184,0.921471412,1.18340889,1.077662626,0.602873754
9106,-1.063923035,-1.232412233,-1.107357267,-1.239893451,0.63032848,0.504147614,0.538276388,0.67706184,0.921471412,1.184197463,1.078430753,0.602873754
9107,-1.064326416,-1.232889748,-1.107723049,-1.240269835,0.630393674,0.504147614,0.537671843,0.67706184,0.921471412,1.184364276,1.079198879,0.602873754
9108,-1.064729796,-1.233384949,-1.108102899,-1.240646219,0.630458868,0.504147614,0.537078494,0.67706184,0.921471412,1.184728232,1.079967005,0.602873754
9109,-1.065130433,-1.233844778,-1.10848275,-1.241022603,0.630524062,0.504147614,0.536485145,0.67706184,0.921471412,1.185895925,1.08067112,0.602873754
9110,-1.06557223,-1.234339979,-1.1088626,-1.241437481,0.630593912,0.504147614,0.535914186,0.67706184,0.921471412,1.187139443,1.081503257,0.602873754
9111,-1.065972867,-1.234799808,-1.10924245,-1.241811014,0.630659106,0.504147614,0.535332032,0.67706184,0.921471412,1.187624718,1.082271383,0.602873754
9112,-1.066370759,-1.235295009,-1.109622301,-1.242187398,0.630721972,0.504147614,0.534727487,0.67706184,0.921471412,1.187746037,1.083039509,0.602873754
9113,-1.066771395,-1.235772524,-1.109959945,-1.242563783,0.630787166,0.504147614,0.534016588,0.67706184,0.921471412,1.188458785,1.083807635,0.602873754
9114,-1.067169288,-1.236250039,-1.110367933,-1.242938741,0.63085236,0.504147614,0.533563179,0.67706184,0.921471412,1.189717467,1.084511751,0.602873754
9115,-1.06756718,-1.236727554,-1.110705577,-1.243315125,0.630917554,0.504147614,0.532829889,0.67706184,0.921471412,1.190688017,1.085279877,0.602873754
9116,-1.067965072,-1.237205069,-1.111127633,-1.24369151,0.630980419,0.504147614,0.532410066,0.67706184,0.921471412,1.190976149,1.086112013,0.602873754
9117,-1.068362965,-1.237682584,-1.111507483,-1.244066468,0.631045613,0.504147614,0.531827912,0.67706184,0.921471412,1.191188457,1.086816129,0.602873754
9118,-1.068758113,-1.238177785,-1.111887334,-1.244442852,0.631108479,0.504147614,0.531251356,0.67706184,0.921471412,1.192022524,1.087584255,0.602873754
9119,-1.069153261,-1.238637615,-1.112224978,-1.244816385,0.631173673,0.504147614,0.530546054,0.67706184,0.921471412,1.19338736,1.088352381,0.602873754
9120,-1.069542921,-1.239132815,-1.112647034,-1.245195621,0.631238867,0.504147614,0.53017661,0.67706184,0.921471412,1.194160767,1.089120507,0.602873754
9121,-1.069932581,-1.239592645,-1.113012816,-1.245573431,0.631301732,0.504147614,0.529622444,0.67706184,0.921471412,1.194312416,1.089888633,0.602873754
9122,-1.070322241,-1.24007016,-1.113378598,-1.245949815,0.631364598,0.504147614,0.529073876,0.67706184,0.921471412,1.194706702,1.090592749,0.602873754
9123,-1.070709157,-1.240547675,-1.113758448,-1.246324774,0.631429792,0.504147614,0.528553296,0.67706184,0.921471412,1.19588956,1.091360875,0.602873754
9124,-1.071096073,-1.24102519,-1.114096093,-1.246696881,0.631494986,0.504147614,0.527864787,0.67706184,0.921471412,1.197026923,1.09206499,0.602873754
9125,-1.071482989,-1.241520391,-1.114518149,-1.247073265,0.631557851,0.504147614,0.527495343,0.67706184,0.921471412,1.197557693,1.092897127,0.602873754
9126,-1.071869905,-1.24198022,-1.114897999,-1.247443947,0.631620717,0.504147614,0.52695797,0.67706184,0.921471412,1.197679012,1.093665253,0.602873754
9127,-1.072254077,-1.242475421,-1.115263781,-1.247818905,0.631685911,0.504147614,0.526442988,0.67706184,0.921471412,1.1983311,1.094369369,0.602873754
9128,-1.072640993,-1.24293525,-1.115643631,-1.248186735,0.631751105,0.504147614,0.52591681,0.67706184,0.921471412,1.199589782,1.095137495,0.602873754
9129,-1.073025165,-1.243430451,-1.116023481,-1.248555991,0.63181397,0.504147614,0.525401828,0.67706184,0.921471412,1.200590662,1.09584161,0.602873754
9130,-1.073409337,-1.24389028,-1.116389263,-1.248926672,0.631876836,0.504147614,0.52487565,0.67706184,0.921471412,1.200924289,1.096609736,0.602873754
9131,-1.073793509,-1.244367795,-1.116769113,-1.249301631,0.63194203,0.504147614,0.524366265,0.67706184,0.921471412,1.201106267,1.097377862,0.602873754
9132,-1.074174936,-1.24484531,-1.117148964,-1.249672312,0.632004895,0.504147614,0.52385688,0.67706184,0.921471412,1.202031323,1.098145988,0.602873754
9133,-1.074559108,-1.245322826,-1.117528814,-1.250044419,0.632070089,0.504147614,0.523341898,0.67706184,0.921471412,1.20327484,1.098914114,0.602873754
9134,-1.074940536,-1.245800341,-1.117894596,-1.250415101,0.632132955,0.504147614,0.522826916,0.67706184,0.921471412,1.204078577,1.09961823,0.602873754
9135,-1.075321964,-1.246277856,-1.118274446,-1.250785782,0.632198149,0.504147614,0.522317531,0.67706184,0.921471412,1.204260555,1.100386356,0.602873754
9136,-1.075703392,-1.246755371,-1.118654296,-1.251156464,0.632261014,0.504147614,0.521819341,0.67706184,0.921471412,1.204609347,1.101154482,0.602873754
9137,-1.076082075,-1.247268257,-1.119062283,-1.251528571,0.63232388,0.504147614,0.521259578,0.67706184,0.921471412,1.205761875,1.101922608,0.602873754
9138,-1.076463503,-1.247763458,-1.119428065,-1.251899252,0.632389074,0.504147614,0.520761388,0.67706184,0.921471412,1.206914404,1.102690734,0.602873754
9139,-1.076842187,-1.248223287,-1.119807915,-1.252268508,0.63245194,0.504147614,0.520274394,0.67706184,0.921471412,1.207505833,1.10345886,0.602873754
9140,-1.077220871,-1.248718488,-1.120187766,-1.25263919,0.632514805,0.504147614,0.519770607,0.67706184,0.921471412,1.207627152,1.104162976,0.602873754
9141,-1.07759681,-1.249178318,-1.120567616,-1.253009871,0.632579999,0.504147614,0.519278015,0.67706184,0.921471412,1.208218581,1.104931102,0.602873754
9142,-1.077975494,-1.249655833,-1.120905261,-1.253380552,0.632640536,0.504147614,0.51865108,0.67706184,0.921471412,1.209477263,1.105699228,0.602873754
9143,-1.078351434,-1.250133348,-1.121313248,-1.253751234,0.63270573,0.504147614,0.518298429,0.67706184,0.921471412,1.210508473,1.106467354,0.602873754
9144,-1.078727373,-1.250610863,-1.121693098,-1.254121915,0.632768596,0.504147614,0.517828228,0.67706184,0.921471412,1.210872429,1.10723548,0.602873754
9145,-1.079103313,-1.251088378,-1.12205888,-1.254492597,0.632831461,0.504147614,0.517341233,0.67706184,0.921471412,1.211039242,1.107939596,0.602873754
9146,-1.079476508,-1.251565893,-1.12243873,-1.254863278,0.632896655,0.504147614,0.516848642,0.67706184,0.921471412,1.211903638,1.108707722,0.602873754
9147,-1.079852448,-1.252025722,-1.122804512,-1.25523396,0.632959521,0.504147614,0.516372843,0.67706184,0.921471412,1.213162321,1.109475848,0.602873754
9148,-1.080225644,-1.252520923,-1.123184362,-1.255604641,0.633022386,0.504147614,0.515902641,0.67706184,0.921471412,1.214011552,1.110243974,0.602873754
9149,-1.080598839,-1.252945381,-1.123522007,-1.255975323,0.63308758,0.504147614,0.515477221,0.67706184,0.921471412,1.21422386,1.11094809,0.602873754
9150,-1.080969291,-1.25340521,-1.123887789,-1.256346004,0.633150446,0.504147614,0.514995824,0.67706184,0.921471412,1.214527157,1.111716216,0.602873754
9151,-1.081342486,-1.253900411,-1.124267639,-1.25671526,0.633213311,0.504147614,0.514542416,0.67706184,0.921471412,1.215634191,1.112484342,0.602873754
9152,-1.081712938,-1.25436024,-1.124647489,-1.257081664,0.633278505,0.504147614,0.514066617,0.67706184,0.921471412,1.216817049,1.113252468,0.602873754
9153,-1.082086133,-1.254837756,-1.125013271,-1.257452346,0.633339043,0.504147614,0.513590818,0.67706184,0.921471412,1.217453973,1.114020594,0.602873754
9154,-1.082456585,-1.255315271,-1.125393121,-1.257823027,0.633404237,0.504147614,0.51313741,0.67706184,0.921471412,1.217575291,1.114724709,0.602873754
9155,-1.082824292,-1.255792786,-1.125772972,-1.258193709,0.633467102,0.504147614,0.512689599,0.67706184,0.921471412,1.218121226,1.115492835,0.602873754
9156,-1.083194744,-1.256252615,-1.126138754,-1.25856439,0.633529968,0.504147614,0.512219397,0.67706184,0.921471412,1.219364743,1.116260962,0.602873754
9157,-1.083562451,-1.256747816,-1.126518604,-1.258935071,0.633592833,0.504147614,0.511782782,0.67706184,0.921471412,1.220426283,1.117029088,0.602873754
9158,-1.083932902,-1.257207645,-1.126856249,-1.259305753,0.633655699,0.504147614,0.511178237,0.67706184,0.921471412,1.220835734,1.117797214,0.602873754
9159,-1.08430061,-1.25768516,-1.127264236,-1.259673583,0.633720893,0.504147614,0.510875965,0.67706184,0.921471412,1.220987382,1.11856534,0.602873754
9160,-1.084665573,-1.258162675,-1.127644086,-1.260041413,0.63378143,0.504147614,0.510411361,0.67706184,0.921471412,1.221791119,1.119269455,0.602873754
9161,-1.08503328,-1.258622505,-1.127967662,-1.260412094,0.633846624,0.504147614,0.509812414,0.67706184,0.921471412,1.223064966,1.120037581,0.602873754
9162,-1.085400988,-1.259117705,-1.128389718,-1.260782776,0.633907161,0.504147614,0.509521337,0.67706184,0.921471412,1.223959692,1.120805707,0.602873754
9163,-1.085765951,-1.259577535,-1.128797706,-1.261147755,0.633972355,0.504147614,0.509034343,0.67706184,0.921471412,1.22420233,1.121573834,0.602873754
9164,-1.086130914,-1.260108107,-1.129177556,-1.26150703,0.634032892,0.504147614,0.508603325,0.67706184,0.921471412,1.224460132,1.12234196,0.602873754
9165,-1.086495878,-1.260567936,-1.129543338,-1.261883415,0.634098086,0.504147614,0.50816671,0.699457582,0.921471412,1.225521671,1.123046075,0.602873754
9166,-1.086858097,-1.261045452,-1.129923188,-1.262254096,0.634160952,0.504147614,0.507735692,0.699457582,0.921471412,1.226734859,1.123814201,0.602873754
9167,-1.08722306,-1.261522967,-1.13028897,-1.262619075,0.634223817,0.504147614,0.507293479,0.699457582,0.921471412,1.227417277,1.124582327,0.602873754
9168,-1.087585279,-1.262000482,-1.13066882,-1.262986905,0.634286683,0.504147614,0.506879254,0.699457582,0.921471412,1.227553761,1.125350453,0.602873754
9169,-1.087950243,-1.262477997,-1.13104867,-1.263354735,0.634349549,0.504147614,0.506431443,0.699457582,0.921471412,1.228023871,1.126054569,0.602873754
9170,-1.088309718,-1.262955512,-1.131414452,-1.263725416,0.634412414,0.504147614,0.506006023,0.699457582,0.921471412,1.229252224,1.126822695,0.602873754
9171,-1.088671937,-1.263415341,-1.131794302,-1.264090395,0.63447528,0.504147614,0.505591798,0.699457582,0.921471412,1.230344093,1.127590821,0.602873754
9172,-1.089034156,-1.263910542,-1.132160084,-1.264455374,0.634538145,0.504147614,0.505166378,0.699457582,0.921471412,1.230814203,1.128358947,0.602873754
9173,-1.089393631,-1.264370371,-1.132539934,-1.264824629,0.634601011,0.504147614,0.504752153,0.699457582,0.921471412,1.230935522,1.129127073,0.602873754
9174,-1.089753107,-1.264830201,-1.132905716,-1.265189608,0.634663876,0.504147614,0.504315537,0.699457582,0.921471412,1.231678599,1.129895199,0.602873754
9175,-1.090112582,-1.265325401,-1.133285566,-1.265556012,0.634726742,0.504147614,0.503901312,0.699457582,0.921471412,1.232967611,1.130599315,0.602873754
9176,-1.090472057,-1.265785231,-1.133665417,-1.265920991,0.634789608,0.504147614,0.503520673,0.699457582,0.921471412,1.233892667,1.131367441,0.602873754
9177,-1.090831532,-1.266262746,-1.134031198,-1.26628597,0.634852473,0.504147614,0.503084057,0.699457582,0.921471412,1.234165634,1.132135567,0.602873754
9178,-1.091188263,-1.266740261,-1.134411049,-1.2666538,0.634915339,0.504147614,0.502669832,0.699457582,0.921471412,1.234408272,1.132903693,0.602873754
9179,-1.091547738,-1.267217776,-1.13477683,-1.267020204,0.634978204,0.504147614,0.502255607,0.699457582,0.921471412,1.235424317,1.133671819,0.602873754
9180,-1.091904469,-1.267677605,-1.135156681,-1.267376629,0.635038742,0.504147614,0.501863773,0.699457582,0.921471412,1.236637504,1.134439945,0.602873754
9181,-1.0922612,-1.26815512,-1.135522462,-1.267750161,0.635103936,0.504147614,0.501460743,0.699457582,0.921471412,1.237380582,1.135208071,0.602873754
9182,-1.092617931,-1.268632635,-1.135902313,-1.26811514,0.635164473,0.504147614,0.501068909,0.699457582,0.921471412,1.23753223,1.135912187,0.602873754
9183,-1.092971918,-1.269092465,-1.136282163,-1.268480119,0.635229667,0.504147614,0.500654684,0.699457582,0.921471412,1.237956846,1.136680313,0.602873754
9184,-1.093328649,-1.269587666,-1.136647945,-1.268845097,0.635290204,0.504147614,0.500262849,0.699457582,0.921471412,1.239154869,1.137448439,0.602873754
9185,-1.093682636,-1.270047495,-1.137027795,-1.26920865,0.635353069,0.504147614,0.499871015,0.699457582,0.921471412,1.240277068,1.138152555,0.602873754
9186,-1.094036623,-1.270542696,-1.137393577,-1.269573629,0.635415935,0.504147614,0.499467985,0.699457582,0.921471412,1.240792673,1.138984691,0.602873754
9187,-1.09439061,-1.271002525,-1.137731221,-1.269935756,0.635476472,0.504147614,0.498941808,0.699457582,0.921471412,1.240913991,1.139688807,0.602873754
9188,-1.094744597,-1.271462354,-1.138139209,-1.270300735,0.635541666,0.504147614,0.498701109,0.699457582,0.921471412,1.241596409,1.140456933,0.602873754
9189,-1.09509584,-1.271957555,-1.138519059,-1.270665714,0.635602203,0.504147614,0.498326068,0.699457582,0.921471412,1.242991575,1.141225059,0.602873754
9190,-1.095482756,-1.272417385,-1.138856704,-1.271069186,0.635672054,0.504147614,0.497788695,0.699457582,0.921471412,1.243916631,1.142057195,0.602873754
9191,-1.095836743,-1.2728949,-1.139264691,-1.271432739,0.635732591,0.504147614,0.497553594,0.699457582,0.921471412,1.244159269,1.142761311,0.602873754
9192,-1.096187986,-1.273372415,-1.139644541,-1.271794866,0.635795457,0.504147614,0.497172955,0.699457582,0.921471412,1.244417071,1.143529437,0.602873754
9193,-1.096536484,-1.273832244,-1.140010323,-1.272159845,0.635858322,0.504147614,0.496792316,0.699457582,0.921471412,1.245448281,1.144297563,0.602873754
9194,-1.096887727,-1.274309759,-1.140390173,-1.272524824,0.63591886,0.504147614,0.496422872,0.699457582,0.921471412,1.246676633,1.145065689,0.602873754
9195,-1.09723897,-1.274787274,-1.140755955,-1.272889802,0.635984054,0.504147614,0.496053428,0.699457582,0.921471412,1.247389381,1.145833815,0.602873754
9196,-1.097587469,-1.275264789,-1.141135805,-1.273254781,0.636044591,0.504147614,0.495661593,0.699457582,0.921471412,1.247525865,1.146601941,0.602873754
9197,-1.097935968,-1.275724619,-1.141501587,-1.27361976,0.636107456,0.504147614,0.49531454,0.699457582,0.921471412,1.24798081,1.147306057,0.602873754
9198,-1.098284467,-1.276202134,-1.141881437,-1.273983313,0.636170322,0.504147614,0.494928303,0.699457582,0.921471412,1.249193998,1.148074183,0.602873754
9199,-1.098632965,-1.276679649,-1.142247219,-1.274348291,0.636230859,0.504147614,0.494564457,0.699457582,0.921471412,1.250301032,1.148842309,0.602873754
9200,-1.09897872,-1.277139478,-1.142627069,-1.27471327,0.636296053,0.504147614,0.494200611,0.699457582,0.921471412,1.250786307,1.149610435,0.602873754
9201,-1.099327219,-1.277634679,-1.142992851,-1.275079674,0.63635659,0.504147614,0.493836764,0.699457582,0.921471412,1.25092279,1.150314551,0.602873754
9202,-1.099672974,-1.278094508,-1.143372702,-1.27544893,0.636417128,0.504147614,0.493478516,0.699457582,0.921471412,1.251635538,1.151082677,0.602873754
9203,-1.100018728,-1.278554338,-1.143738483,-1.275812483,0.636482322,0.504147614,0.493131463,0.699457582,0.921471412,1.252909385,1.151914813,0.602873754
9204,-1.100364483,-1.279049538,-1.144118334,-1.276178887,0.636542859,0.504147614,0.492762019,0.699457582,0.921471412,1.253864771,1.152618929,0.625317495
9205,-1.100707494,-1.279509368,-1.144484115,-1.277035732,0.636603396,0.504147614,0.492420563,0.699457582,0.921471412,1.254152903,1.153387055,0.625317495
9206,-1.101053248,-1.279986883,-1.144863966,-1.277558963,0.63666859,0.504147614,0.492062314,0.699457582,0.921471412,1.254380376,1.154155181,0.647761237
9207,-1.101399003,-1.280446712,-1.145229747,-1.278163459,0.636729127,0.504147614,0.491709663,0.699457582,0.921471412,1.255366091,1.154859297,0.647761237
9208,-1.101742014,-1.280924227,-1.145609598,-1.278642493,0.636794321,0.504147614,0.491351415,0.699457582,0.921471412,1.256594443,1.155627423,0.647761237
9209,-1.102052095,-1.281401742,-1.145975379,-1.279017452,0.636845545,0.504147614,0.490993166,0.699457582,0.921471412,1.257322356,1.156331538,0.647761237
9210,-1.102395106,-1.281861572,-1.14635523,-1.279406667,0.636910739,0.504147614,0.490657308,0.699457582,0.921471412,1.257519499,1.157099664,0.647761237
9211,-1.102738116,-1.282321401,-1.146721011,-1.27979018,0.636973604,0.504147614,0.490299059,0.699457582,0.921471412,1.257837961,1.15780378,0.647761237
9212,-1.103081127,-1.282816602,-1.147100862,-1.280176544,0.637038798,0.504147614,0.489985592,0.699457582,0.921471412,1.258975324,1.158571906,0.670204978
9213,-1.103421394,-1.283276431,-1.147466643,-1.280949272,0.637106321,0.504147614,0.489616148,0.699457582,0.921471412,1.260158182,1.159340032,0.670204978
9214,-1.103909841,-1.283771632,-1.147846494,-1.281570877,0.637173843,0.504147614,0.488922041,0.699457582,0.921471412,1.260764776,1.160108158,0.670204978
9215,-1.104189737,-1.284231461,-1.148226344,-1.282072722,0.637246022,0.504147614,0.488910846,0.699457582,0.921471412,1.260916425,1.160940295,0.69264872
9216,-1.104362615,-1.284691291,-1.148606194,-1.282687198,0.637313544,0.504147614,0.489548976,0.699457582,0.921471412,1.261568513,1.161708421,0.69264872
9217,-1.104395544,-1.285133434,-1.148971976,-1.283174787,0.637381066,0.504147614,0.491110716,0.699457582,0.921471412,1.26284236,1.162412536,0.69264872
9218,-1.104686417,-1.285646321,-1.149351826,-1.283608199,0.63744626,0.504147614,0.490674101,0.699457582,0.921471412,1.263828076,1.163180662,0.69264872
9219,-1.104771483,-1.286088464,-1.149717608,-1.284024503,0.637516111,0.504147614,0.491653687,0.699457582,0.921471412,1.264161702,1.163948788,0.69264872
9220,-1.105660567,-1.286636722,-1.150111527,-1.284432252,0.637585962,0.504147614,0.488132775,0.699457582,0.921471412,1.26434368,1.164716915,0.69264872
9221,-1.106055715,-1.287078866,-1.150505446,-1.284838576,0.637653484,0.504147614,0.487948053,0.699457582,0.921471412,1.265283901,1.165485041,0.69264872
9222,-1.10620664,-1.28752101,-1.15084309,-1.285243474,0.637723335,0.504147614,0.488541402,0.699457582,0.921471412,1.266542583,1.166253167,0.69264872
9223,-1.106412446,-1.28801621,-1.151265146,-1.285649798,0.637793185,0.504147614,0.489039591,0.699457582,0.921471412,1.26734632,1.166957282,0.69264872
9224,-1.10674448,-1.288493725,-1.151659065,-1.286051845,0.637867693,0.504147614,0.488653355,0.699457582,0.921471412,1.267528298,1.167789419,0.69264872
9225,-1.107145117,-1.288971241,-1.15199671,-1.286465297,0.637932886,0.504147614,0.487914467,0.699457582,0.921471412,1.26787709,1.168493534,0.69264872
9226,-1.107493616,-1.289466441,-1.152432834,-1.286870196,0.638002737,0.504147614,0.487830502,0.699457582,0.921471412,1.269029618,1.16926166,0.69264872
9227,-1.107795465,-1.289926271,-1.152812684,-1.287272242,0.638072588,0.504147614,0.487763331,0.699457582,0.921471412,1.270197311,1.169965776,0.69264872
9228,-1.108100058,-1.290421471,-1.153206603,-1.287674289,0.638142438,0.504147614,0.487668171,0.699457582,0.921471412,1.27078874,1.170733902,0.69264872
9229,-1.10842386,-1.290898987,-1.153586454,-1.288079187,0.638212289,0.504147614,0.487438668,0.699457582,0.921471412,1.270910059,1.171502028,0.69264872
9230,-1.108758639,-1.291394187,-1.153980372,-1.288479809,0.638279811,0.504147614,0.487203567,0.699457582,0.921471412,1.271501488,1.172270154,0.69264872
9231,-1.109087929,-1.291871702,-1.154374291,-1.288879004,0.638349662,0.504147614,0.487002052,0.699457582,0.921471412,1.272775335,1.17303828,0.69264872
9232,-1.109408987,-1.292366903,-1.154754141,-1.289278199,0.638417184,0.504147614,0.486828526,0.699457582,0.921471412,1.273806545,1.173806406,0.69264872
9233,-1.109730045,-1.292826733,-1.15514806,-1.289675969,0.638484707,0.504147614,0.486666194,0.699457582,0.921471412,1.274185666,1.174510522,0.69264872
9234,-1.110051103,-1.293321933,-1.155527911,-1.290070887,0.638554557,0.504147614,0.486464679,0.699457582,0.921471412,1.27435248,1.175278648,0.69264872
9235,-1.110377649,-1.293817134,-1.155921829,-1.290468657,0.638619751,0.504147614,0.486268762,0.699457582,0.921471412,1.275216876,1.176046774,0.69264872
9236,-1.110701451,-1.294294649,-1.156315748,-1.290865001,0.638689602,0.504147614,0.486078443,0.699457582,0.921471412,1.276490723,1.1768149,0.69264872
9237,-1.111025253,-1.29478985,-1.156695598,-1.291259919,0.638757124,0.504147614,0.485899318,0.699457582,0.921471412,1.277339954,1.177519016,0.69264872
9238,-1.111349055,-1.295285051,-1.157089517,-1.291653412,0.638824646,0.504147614,0.485736987,0.699457582,0.921471412,1.277552262,1.178287142,0.69264872
9239,-1.111670113,-1.295762566,-1.157483436,-1.292046905,0.638892169,0.504147614,0.485546667,0.699457582,0.921471412,1.277855559,1.179055268,0.69264872
9240,-1.111993915,-1.296240081,-1.157877355,-1.292440397,0.638957363,0.504147614,0.485361945,0.699457582,0.921471412,1.278977758,1.179823394,0.69264872
9241,-1.112317717,-1.296735282,-1.158271274,-1.29283389,0.639024885,0.504147614,0.485199614,0.699457582,0.921471412,1.280160616,1.18059152,0.69264872
9242,-1.112638775,-1.297212797,-1.158651124,-1.293225957,0.639092407,0.504147614,0.485003697,0.699457582,0.921471412,1.28079754,1.181359646,0.69264872
9243,-1.112959833,-1.297761055,-1.159087248,-1.293613747,0.639157601,0.504147614,0.484818975,0.699457582,0.921471412,1.280918858,1.182063762,0.69264872
9244,-1.113280891,-1.29823857,-1.159467099,-1.294004388,0.639225123,0.504147614,0.48463985,0.699457582,0.921471412,1.281464793,1.182831888,0.69264872
9245,-1.113601949,-1.298733771,-1.159861017,-1.294396455,0.639292646,0.504147614,0.484471921,0.699457582,0.921471412,1.282723475,1.183600014,0.69264872
9246,-1.113923007,-1.299228972,-1.160254936,-1.29478567,0.63935784,0.504147614,0.48430959,0.699457582,0.921471412,1.283785015,1.18436814,0.69264872
9247,-1.114244064,-1.299706487,-1.160634787,-1.295172034,0.639423034,0.504147614,0.484147259,0.699457582,0.921471412,1.28420963,1.185136266,0.69264872
9248,-1.114562378,-1.300201688,-1.161028705,-1.295556973,0.639488227,0.504147614,0.483990525,0.699457582,0.921471412,1.284346114,1.185840381,0.69264872
9249,-1.114880692,-1.300696888,-1.161422624,-1.295941911,0.63955575,0.504147614,0.483822596,0.699457582,0.921471412,1.285165016,1.186608508,0.69264872
9250,-1.11520175,-1.301192089,-1.161816543,-1.296332553,0.639623272,0.504147614,0.483660264,0.699457582,0.921471412,1.286438863,1.187376634,0.69264872
9251,-1.11551732,-1.301669604,-1.162210462,-1.296720342,0.639688466,0.504147614,0.483520323,0.699457582,0.921471412,1.287333589,1.18814476,0.69264872
9252,-1.115835634,-1.302164805,-1.162590312,-1.297108132,0.63975366,0.504147614,0.483357992,0.699457582,0.921471412,1.287576226,1.188912886,0.69264872
9253,-1.116153948,-1.302660006,-1.162984231,-1.297495922,0.639818854,0.504147614,0.483206856,0.699457582,0.921471412,1.287849194,1.189617001,0.69264872
9254,-1.116469517,-1.303155207,-1.16337815,-1.297882286,0.639884048,0.504147614,0.483061317,0.699457582,0.921471412,1.288910733,1.190385127,0.69264872
